,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,B365<2.5,LBAHA,WHH,SOH,SOD,LBAHH,B365>2.5,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
199,3.0,2.2,3.0,-0.25,2.1,3.1,3.1,-0.25,3.0,3.4,2.1,3.05,3.25,2.1,1.66,1.8,2.2,2.1,3.2,2.05,2.15,2.9,1.77,2.2,3.2,2.0,1.9,2.0,-0.25,1.7,3.0,3.2,3.2,2.08,Birmingham,Southampton,Birmingham_Southampton_2003
200,3.1,2.0,3.4,-0.25,2.0,3.25,3.25,-0.25,3.3,3.4,1.91,3.5,3.25,2.1,1.8,2.05,2.0,2.0,3.25,1.8,2.0,3.3,2.05,2.05,3.25,1.875,2.025,1.85,-0.25,1.85,3.0,3.25,3.1,1.8,Blackburn,Bolton,Blackburn_Bolton_2003
201,3.4,1.6,5.5,-0.75,1.53,5.5,6.0,-0.75,6.0,6.5,1.53,6.0,3.5,1.57,2.0,2.1,1.5,1.5,3.5,1.75,1.8,4.6,2.1,1.57,3.5,1.85,2.05,1.85,-0.75,1.85,3.4,3.5,3.5,1.75,Charlton,Wolves,Charlton_Wolves_2003
202,3.2,1.85,3.75,-0.5,1.91,3.5,3.25,-0.5,3.5,3.4,1.8,3.4,3.25,2.1,1.75,1.75,1.9,2.0,3.25,2.1,2.05,3.6,1.8,2.05,3.25,2.1,1.8,1.85,-0.5,1.85,3.1,3.25,3.25,2.05,Fulham,Everton,Fulham_Everton_2003
203,3.2,2.2,3.0,0.0,2.25,2.8,2.62,0.0,2.3,2.7,2.1,2.85,3.25,2.5,1.8,1.95,2.62,2.38,3.2,1.9,2.0,2.9,1.95,2.3,3.2,1.825,2.075,1.85,0.0,1.85,3.0,3.2,3.2,1.9,Leeds,Tottenham,Leeds_Tottenham_2003
204,3.4,1.65,5.0,-0.75,1.62,5.0,5.0,-0.75,5.5,5.5,1.62,5.25,3.4,1.66,1.8,1.95,1.53,1.62,3.4,1.9,2.0,4.4,1.95,1.65,3.4,1.875,2.025,1.85,-0.75,1.85,3.3,3.25,3.4,1.9,Liverpool,Aston Villa,Liverpool_Aston Villa_2003
205,3.2,2.3,2.75,0.0,2.3,2.7,2.75,0.0,2.62,2.7,2.2,2.7,3.25,2.5,1.8,2.0,2.3,2.25,3.25,1.85,2.0,2.7,2.0,2.4,3.2,1.9,2.0,1.85,0.0,1.85,3.0,3.25,3.25,1.85,Portsmouth,Man City,Portsmouth_Man City_2003
206,3.4,4.4,1.57,0.75,5.5,1.53,1.57,,1.53,1.61,5.0,1.55,3.5,6.0,1.85,,5.5,5.5,3.75,,1.95,1.65,1.85,6.0,3.5,2.025,1.875,1.85,0.75,1.85,3.3,3.5,3.5,2.0,Leicester,Chelsea,Leicester_Chelsea_2003
207,3.6,1.4,8.0,-1.0,1.4,7.5,7.5,-1.0,6.5,7.5,1.36,7.0,4.0,1.44,2.0,2.05,1.44,1.44,4.0,1.8,1.8,6.0,2.1,1.47,3.75,1.8,2.1,1.75,-1.0,1.95,3.9,3.75,3.75,1.75,Man United,Newcastle,Man United_Newcastle_2003
208,3.3,1.8,4.5,-0.5,1.83,3.75,4.33,-0.5,3.75,4.5,1.67,4.35,3.25,1.83,1.75,2.0,1.8,1.73,3.25,1.85,2.05,3.8,1.95,1.8,3.3,1.9,2.0,1.79,-0.5,1.9,3.1,3.25,3.2,1.9,Bolton,Portsmouth,Bolton_Portsmouth_2003
209,3.2,2.1,3.0,-0.25,2.2,2.88,2.88,-0.25,2.75,3.1,2.1,3.0,3.25,2.25,1.7,2.0,2.25,2.2,3.2,1.85,2.1,3.1,2.0,2.2,3.2,1.925,1.975,1.85,-0.25,1.85,3.0,3.2,3.25,1.85,Everton,Charlton,Everton_Charlton_2003
210,3.2,2.1,3.0,-0.25,2.2,2.88,3.0,-0.25,2.8,3.4,2.1,3.2,3.25,2.1,1.95,2.05,2.2,2.1,3.25,1.8,1.85,3.1,2.0,2.1,3.2,1.85,2.05,1.75,-0.25,1.9,3.0,3.2,3.2,1.85,Man City,Blackburn,Man City_Blackburn_2003
211,3.2,1.8,4.5,-0.75,1.8,4.0,4.5,-0.75,4.33,5.0,1.67,4.35,3.3,1.72,1.66,1.9,1.72,1.67,3.4,1.95,2.15,3.8,2.05,1.8,3.25,2.05,1.85,1.85,-0.5,1.85,3.1,3.25,3.2,1.8,Middlesbrough,Leicester,Middlesbrough_Leicester_2003
212,3.5,1.7,4.5,-1.0,1.67,4.5,5.0,-1.0,5.0,5.0,1.62,5.1,3.3,1.72,1.75,1.7,1.57,1.57,3.5,2.15,2.05,4.2,2.05,1.65,3.4,2.125,1.775,1.95,-0.75,1.75,3.2,3.5,3.4,1.8,Southampton,Leeds,Southampton_Leeds_2003
213,3.1,2.8,2.38,0.25,2.75,2.3,2.3,0.25,2.25,2.37,2.6,2.3,3.25,2.87,1.85,2.0,2.8,2.75,3.2,1.85,1.95,2.2,2.0,2.85,3.2,1.85,2.05,1.9,0.25,1.8,3.1,3.2,3.2,1.85,Tottenham,Liverpool,Tottenham_Liverpool_2003
214,4.33,6.0,1.36,1.25,7.5,1.36,1.33,1.25,1.3,1.36,8.0,1.35,4.5,8.5,2.05,1.75,8.0,9.0,4.5,2.1,1.75,1.4,1.85,8.0,4.0,2.075,1.825,1.65,1.25,2.05,3.9,3.75,4.35,2.0,Wolves,Man United,Wolves_Man United_2003
215,3.3,3.8,1.67,0.75,4.33,1.73,1.67,0.75,1.66,1.66,4.5,1.7,3.4,5.5,1.8,1.95,4.5,5.0,3.6,1.9,2.0,1.8,2.0,5.0,3.25,1.95,1.95,1.95,0.75,1.75,3.1,3.25,3.25,1.85,Aston Villa,Arsenal,Aston Villa_Arsenal_2003
216,4.33,1.3,8.0,-1.5,1.3,8.5,11.0,-1.5,8.0,12.0,1.3,9.4,4.5,1.3,1.95,1.9,1.3,1.29,4.75,1.95,1.85,8.0,1.95,1.3,4.33,1.975,1.925,1.71,-1.5,2.0,4.2,4.33,4.5,1.9,Chelsea,Birmingham,Chelsea_Birmingham_2003
217,3.5,1.65,4.5,-0.75,1.62,5.0,6.0,-0.75,5.0,5.5,1.62,5.4,3.4,1.66,1.95,2.05,1.57,1.57,3.6,1.8,1.85,4.4,2.0,1.62,3.4,1.875,2.025,1.75,-0.75,1.95,3.3,3.5,3.45,1.85,Newcastle,Fulham,Newcastle_Fulham_2003
218,3.1,3.6,1.8,0.5,4.0,1.8,1.73,0.5,1.8,1.8,4.0,1.8,3.4,4.5,1.9,1.8,4.0,4.5,3.25,2.05,1.9,1.85,1.8,4.3,3.25,2.075,1.825,1.9,0.5,1.79,3.1,3.2,3.25,2.05,Wolves,Liverpool,Wolves_Liverpool_2003
219,3.1,2.7,2.375,0.0,2.7,2.37,2.25,0.25,2.5,2.5,2.6,2.5,3.25,2.7,1.75,2.05,2.5,2.75,3.25,1.8,2.05,2.4,1.77,2.6,3.1,2.1,1.8,1.9,0.0,1.79,2.9,3.2,3.2,2.08,Birmingham,Newcastle,Birmingham_Newcastle_2003
220,3.25,1.85,4.333,-0.5,1.8,4.0,4.0,-0.5,4.2,4.5,1.727,4.0,3.3,1.8,1.85,1.9,1.72,1.8,3.25,1.95,1.95,3.6,2.0,1.85,3.25,1.975,1.925,1.85,-0.5,1.85,3.1,3.2,3.3,1.85,Charlton,Bolton,Charlton_Bolton_2003
221,3.2,2.1,2.8,-0.25,2.2,2.87,2.75,-0.25,2.75,2.875,2.2,2.85,3.25,2.375,1.8,1.85,2.25,2.25,3.25,2.0,2.0,3.1,1.8,2.3,3.2,2.0,1.9,1.79,-0.25,1.9,3.0,3.2,3.25,2.05,Fulham,Tottenham,Fulham_Tottenham_2003
222,3.2,2.4,2.4,0.0,2.5,2.5,2.5,0.0,2.25,2.7,2.5,2.65,3.25,2.5,1.75,1.9,2.75,2.5,3.2,1.95,2.05,2.4,1.95,2.45,3.2,2.0,1.9,1.85,0.0,1.85,3.2,3.25,3.2,1.9,Leeds,Middlesbrough,Leeds_Middlesbrough_2003
223,3.1,2.3,2.5,0.0,2.37,2.7,2.62,0.0,2.75,2.7,2.4,2.65,3.25,2.5,1.75,2.0,2.3,2.38,3.2,1.85,2.05,2.9,2.05,2.45,3.1,1.8,2.1,1.85,0.0,1.85,2.8,3.25,3.2,1.8,Leicester,Aston Villa,Leicester_Aston Villa_2003
224,3.3,1.75,4.333,-0.75,1.66,4.5,5.0,-0.75,5.5,5.0,1.727,4.75,3.4,1.727,1.85,1.9,1.57,1.62,3.4,1.95,1.95,4.0,1.85,1.72,3.4,1.95,1.95,1.79,-0.75,1.9,3.2,3.2,3.35,2.0,Liverpool,Everton,Liverpool_Everton_2003
225,5.0,1.25,10.0,-1.5,1.25,10.0,11.0,-1.5,9.5,10.0,1.25,10.0,5.5,1.25,2.05,1.95,1.22,1.27,5.0,1.9,1.75,9.0,2.0,1.26,4.75,1.875,2.025,1.71,-1.5,2.0,4.5,4.5,5.0,1.85,Man United,Southampton,Man United_Southampton_2003
226,3.3,1.85,4.0,-0.5,1.83,3.75,3.6,-0.5,3.6,4.0,1.727,3.75,3.25,1.909,1.9,1.9,1.83,1.91,3.25,1.95,1.9,3.6,1.95,1.9,3.3,2.0,1.9,1.85,-0.5,1.85,3.1,3.4,3.3,1.9,Portsmouth,Wolves,Portsmouth_Wolves_2003
227,4.5,1.22,11.0,-1.5,1.25,10.0,10.0,-1.5,10.0,10.0,1.2,10.0,5.5,1.25,2.1,1.95,1.25,1.25,5.5,1.9,1.7,9.5,1.9,1.26,4.75,2.0,1.9,1.65,-1.5,2.05,4.8,5.0,5.0,1.95,Arsenal,Man City,Arsenal_Man City_2003
228,3.3,3.8,1.667,0.5,4.33,1.72,1.8,0.5,1.66,1.8,4.5,1.8,3.3,4.5,1.9,1.8,4.5,4.33,3.4,2.05,1.9,1.8,1.8,4.25,3.25,2.05,1.85,1.71,0.5,2.0,3.1,3.25,3.25,2.05,Blackburn,Chelsea,Blackburn_Chelsea_2003
229,3.75,1.55,6.0,-0.75,1.53,5.5,6.0,-1.0,6.0,6.0,1.5,5.5,3.4,1.615,1.95,1.85,1.44,1.5,3.5,2.0,1.85,4.8,1.55,1.6,3.6,1.85,2.05,1.75,-1.25,1.95,3.5,3.4,3.4,2.3,Aston Villa,Leeds,Aston Villa_Leeds_2003
230,3.1,2.8,2.2,0.25,2.8,2.25,2.2,0.25,2.2,2.25,2.8,2.25,3.2,3.1,1.8,1.9,2.87,2.8,3.25,1.95,2.0,2.3,1.95,2.9,3.2,1.95,1.95,1.85,0.25,1.85,2.9,3.2,3.25,1.9,Bolton,Liverpool,Bolton_Liverpool_2003
231,3.3,4.6,1.571,0.75,5.0,1.61,1.62,0.75,1.57,1.615,5.0,1.61,3.6,5.5,1.9,1.75,5.5,5.0,3.4,2.1,1.9,1.6,1.85,5.25,3.4,2.05,1.85,1.85,0.75,1.85,3.4,3.5,3.5,2.0,Everton,Man United,Everton_Man United_2003
232,3.2,2.0,3.75,-0.25,2.0,3.25,3.5,-0.5,3.2,4.0,1.8,3.6,3.25,1.909,1.8,1.8,2.0,1.91,3.25,2.05,2.0,3.2,1.85,1.95,3.25,1.775,2.125,1.85,-0.5,1.85,3.1,3.25,3.25,1.95,Middlesbrough,Blackburn,Middlesbrough_Blackburn_2003
233,3.6,1.4,8.0,-1.25,1.4,7.5,8.5,-1.5,7.5,7.5,1.364,8.0,4.333,1.4,2.05,1.8,1.4,1.36,3.75,2.05,1.75,6.0,2.3,1.42,3.75,1.875,2.025,1.75,-1.0,1.95,3.9,3.75,3.75,1.55,Newcastle,Leicester,Newcastle_Leicester_2003
234,3.2,1.9,3.4,-0.5,2.1,3.1,3.0,-0.25,3.2,3.4,1.909,3.3,3.25,2.1,1.75,2.1,2.0,2.1,3.25,1.75,2.05,3.5,2.0,2.0,3.2,2.125,1.775,1.85,-0.25,1.85,3.1,3.25,3.3,1.8,Southampton,Fulham,Southampton_Fulham_2003
235,3.5,1.7,4.5,-0.75,1.61,5.0,5.0,-0.75,5.0,5.5,1.615,5.0,3.4,1.667,1.85,1.95,1.57,1.62,3.4,1.9,1.95,4.2,1.7,1.65,3.4,1.95,1.95,1.79,-1.0,1.9,3.2,3.5,3.4,2.1,Tottenham,Portsmouth,Tottenham_Portsmouth_2003
236,4.0,5.4,1.4,1.25,7.5,1.4,1.33,1.25,1.33,1.4,7.0,1.4,4.0,9.0,1.95,1.9,8.0,8.5,4.0,1.95,1.85,1.45,2.1,7.5,3.75,1.925,1.975,1.79,1.5,1.9,3.8,3.75,4.0,1.65,Wolves,Arsenal,Wolves_Arsenal_2003
237,3.6,1.4,8.0,-1.25,1.36,8.5,8.5,-1.25,7.5,9.0,1.333,7.8,4.333,1.364,1.95,1.9,1.4,1.33,4.75,1.95,1.85,6.0,2.3,1.4,3.75,1.9,2.0,1.71,-1.0,2.0,3.9,4.0,3.9,1.55,Chelsea,Charlton,Chelsea_Charlton_2003
238,3.2,2.0,2.75,-0.25,2.1,3.0,3.4,-0.5,3.0,3.5,2.2,3.05,3.4,2.0,1.85,1.8,2.1,2.1,3.25,2.05,1.95,3.2,2.45,2.15,3.25,1.875,2.025,1.9,0.0,1.79,3.1,3.25,3.25,1.5,Man City,Birmingham,Man City_Birmingham_2003
239,5.0,1.22,10.0,-1.5,1.25,9.0,10.0,-1.5,9.5,13.0,1.25,11.0,5.0,1.25,2.05,1.85,1.22,1.22,5.0,2.0,1.75,9.5,2.15,1.23,5.0,2.05,1.85,1.71,-1.25,2.0,4.8,4.5,5.25,1.65,Arsenal,Southampton,Arsenal_Southampton_2003
240,3.2,2.0,3.0,-0.25,2.1,3.0,3.0,-0.25,3.0,3.4,2.1,3.1,3.25,2.1,1.8,2.05,2.1,2.1,3.25,1.8,2.0,3.1,2.31,2.15,3.25,1.85,2.05,1.95,0.0,1.75,3.2,3.2,3.25,1.55,Leeds,Wolves,Leeds_Wolves_2003
241,3.1,2.5,2.6,0.0,2.6,2.4,2.4,0.0,2.37,2.5,2.38,2.4,3.25,2.7,1.85,1.85,2.62,2.75,3.3,2.0,1.95,2.5,1.55,2.65,3.2,2.05,1.85,1.95,-0.25,1.75,3.0,3.2,3.25,2.3,Leicester,Bolton,Leicester_Bolton_2003
242,3.2,2.0,3.0,-0.25,2.0,3.25,3.25,-0.25,3.5,3.4,2.1,3.35,3.25,2.1,1.75,1.85,1.9,2.0,3.25,2.0,2.05,3.2,2.2,2.05,3.25,1.95,1.95,2.0,0.0,1.71,3.1,3.2,3.25,1.6,Birmingham,Everton,Birmingham_Everton_2003
243,3.1,2.5,2.2,0.0,2.62,2.38,2.38,0.0,2.37,2.37,2.8,2.4,3.25,2.87,1.95,1.8,2.62,2.62,3.2,2.05,1.85,2.5,1.55,2.7,3.2,2.1,1.8,1.79,-0.25,1.9,3.0,3.2,3.2,2.3,Blackburn,Newcastle,Blackburn_Newcastle_2003
244,3.2,2.1,3.0,-0.25,2.0,3.25,3.25,-0.25,3.0,3.4,2.1,3.2,3.25,2.1,1.85,2.05,2.1,2.0,3.25,1.8,1.95,3.1,2.45,2.1,3.25,1.9,2.0,1.79,0.0,1.9,3.0,3.2,3.25,1.5,Charlton,Tottenham,Charlton_Tottenham_2003
245,3.2,2.1,3.2,-0.25,2.2,3.0,3.0,-0.25,3.2,3.2,2.0,3.1,3.25,2.2,1.8,1.9,2.0,2.1,3.25,1.95,2.0,3.1,2.3,2.15,3.1,1.975,1.925,1.79,0.0,1.9,3.0,3.2,3.25,1.55,Fulham,Aston Villa,Fulham_Aston Villa_2003
246,3.3,1.65,6.5,-0.75,1.57,5.5,5.5,-0.75,4.5,5.5,1.44,5.35,3.6,1.61,1.9,2.05,1.66,1.57,3.4,1.8,1.9,4.4,1.7,1.62,3.4,1.8,2.1,1.85,-1.0,1.85,3.3,3.6,3.45,2.05,Liverpool,Man City,Liverpool_Man City_2003
247,5.0,1.25,10.0,-1.5,1.22,10.0,10.0,-1.5,9.5,11.0,1.22,11.0,5.5,1.25,2.05,1.95,1.22,1.22,5.0,1.9,1.75,9.0,2.2,1.23,5.0,1.95,1.95,1.75,-1.25,1.95,4.5,5.0,5.25,1.6,Man United,Middlesbrough,Man United_Middlesbrough_2003
248,3.4,4.8,1.57,0.75,5.5,1.57,1.62,,1.53,1.61,5.0,1.6,3.6,5.5,1.95,,5.5,4.75,4.0,,1.85,1.55,1.85,5.5,3.4,2.0,1.9,1.75,0.75,1.95,3.5,3.5,3.45,2.0,Portsmouth,Chelsea,Portsmouth_Chelsea_2003
249,3.2,2.0,3.0,,2.0,3.25,3.25,-0.25,3.2,3.2,2.1,3.4,3.25,2.2,1.85,1.85,2.0,2.0,3.25,2.0,1.95,3.2,1.9,2.1,3.25,,,1.85,-0.25,1.85,3.1,3.2,3.2,1.95,Bolton,Man City,Bolton_Man City_2003
250,3.2,2.2,3.2,-0.25,2.0,3.25,2.8,-0.25,2.8,3.2,2.0,3.4,3.25,2.2,1.85,1.85,2.2,2.2,3.25,2.0,1.95,2.9,2.2,2.1,3.25,2.025,1.875,1.75,0.0,1.95,3.0,3.2,3.2,1.6,Charlton,Blackburn,Charlton_Blackburn_2003
251,2.9,2.5,2.6,0.0,2.4,2.6,2.6,0.0,2.5,2.6,2.375,2.6,3.2,2.625,1.8,2.0,2.62,2.6,3.2,1.85,2.0,2.5,1.6,2.6,3.2,1.85,2.05,1.79,-0.25,1.9,3.0,3.2,3.2,2.2,Chelsea,Arsenal,Chelsea_Arsenal_2003
252,5.0,1.25,10.0,-1.5,1.2,10.0,10.0,-1.75,11.0,13.0,1.25,11.0,5.5,1.222,2.15,1.9,1.2,1.2,5.5,1.95,1.66,9.0,2.6,1.25,5.5,1.775,2.125,1.5,-1.25,2.35,4.5,4.5,5.25,1.45,Man United,Leeds,Man United_Leeds_2003
253,3.2,1.7,5.0,-0.75,1.72,4.33,5.0,-0.75,4.33,5.0,1.615,4.5,3.4,1.727,1.85,1.8,1.72,1.62,3.4,2.05,1.95,4.2,1.65,1.8,3.25,2.125,1.775,1.79,-1.0,1.9,3.2,3.25,3.25,2.15,Newcastle,Middlesbrough,Newcastle_Middlesbrough_2003
254,3.2,1.85,3.75,-0.25,2.0,3.25,3.25,-0.25,3.75,3.75,1.833,3.65,3.2,2.0,1.7,2.0,1.83,2.0,3.25,1.85,2.1,3.6,2.05,2.0,3.25,1.825,2.075,1.95,-0.25,1.75,3.1,3.2,3.25,1.8,Southampton,Everton,Southampton_Everton_2003
255,3.1,2.4,2.6,0.0,2.37,2.62,2.5,0.0,2.62,2.625,2.375,2.7,3.2,2.6,1.9,2.05,2.37,2.5,3.2,1.8,1.9,2.6,1.6,2.5,3.2,1.9,2.0,1.9,-0.25,1.79,3.0,3.2,3.2,2.2,Wolves,Fulham,Wolves_Fulham_2003
256,3.0,2.0,3.6,-0.25,2.0,3.3,3.4,-0.5,3.4,3.6,2.0,3.5,3.1,2.1,1.66,1.8,2.0,2.1,3.25,2.05,2.15,3.2,2.05,2.05,3.2,1.9,2.0,2.0,-0.25,1.71,3.1,2.875,3.25,1.7,Aston Villa,Birmingham,Aston Villa_Birmingham_2003
257,3.3,1.65,6.0,-0.75,1.57,5.5,5.5,-1.0,5.5,6.5,1.5,5.6,3.5,1.571,2.0,1.8,1.57,1.57,3.75,2.05,1.8,4.4,1.55,1.6,3.4,1.8,2.1,1.65,-1.25,2.05,3.3,3.4,3.6,2.3,Tottenham,Leicester,Tottenham_Leicester_2003
258,5.0,1.35,10.0,-1.5,1.25,9.0,10.0,-1.5,11.0,10.0,1.222,12.0,5.0,1.286,2.05,1.85,1.2,1.22,5.0,2.0,1.75,7.0,1.8,1.25,5.0,2.05,1.85,1.65,-1.5,2.05,4.0,5.0,5.0,2.05,Arsenal,Charlton,Arsenal_Charlton_2003
259,3.2,1.9,3.0,-0.25,2.1,3.1,3.0,-0.25,3.0,3.4,2.1,3.3,3.25,2.1,1.9,2.05,2.1,2.1,3.25,1.8,1.9,3.5,2.05,2.1,3.2,1.8,2.1,1.9,-0.25,1.79,3.1,3.2,3.25,1.8,Blackburn,Southampton,Blackburn_Southampton_2003
260,3.2,2.3,2.8,-0.25,2.25,2.8,2.62,-0.25,2.75,2.875,2.2,2.95,3.25,2.375,1.75,1.95,2.25,2.38,3.2,1.9,2.05,2.7,1.9,2.3,3.2,2.0,1.9,1.79,-0.25,1.9,3.0,3.2,3.25,1.95,Everton,Aston Villa,Everton_Aston Villa_2003
261,3.5,4.0,1.667,0.75,5.0,1.61,1.67,1.0,1.57,1.667,4.5,1.67,3.6,5.0,1.95,2.1,5.0,4.5,3.4,1.75,1.85,1.75,2.05,5.1,3.4,2.025,1.875,1.71,1.0,2.0,3.2,3.25,3.5,1.8,Fulham,Man United,Fulham_Man United_2003
262,3.1,2.1,3.0,-0.25,2.1,3.0,2.88,-0.25,3.3,3.2,2.1,3.2,3.25,2.2,1.85,1.9,2.0,2.2,3.2,1.95,1.95,3.2,1.9,2.2,3.25,1.925,1.975,1.85,-0.25,1.85,3.0,3.2,3.2,1.95,Leicester,Wolves,Leicester_Wolves_2003
