year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2019,Arsenal,total,ft_total,3,Newcastle_Arsenal_2019,2019-08-11,1,1,1,1,544.4,3,609
2019,Arsenal,total,ft_total,3,Arsenal_Burnley_2019,2019-08-17,1,1,2,2,544.4,6,673
2019,Arsenal,total,ft_total,0,Liverpool_Arsenal_2019,2019-08-24,1,2,3,3,544.4,6,659
2019,Arsenal,total,ft_total,1,Arsenal_Tottenham_2019,2019-09-01,2,2,4,4,544.4,7,671
2019,Arsenal,total,ft_total,1,Watford_Arsenal_2019,2019-09-15,2,3,5,6,544.4,8,683
2019,Arsenal,total,ft_total,3,Arsenal_Aston Villa_2019,2019-09-22,3,3,6,7,544.4,11,747
2019,Arsenal,total,ft_total,1,Man United_Arsenal_2019,2019-09-30,3,4,7,8,544.4,12,759
2019,Arsenal,total,ft_total,3,Arsenal_Bournemouth_2019,2019-10-06,4,4,8,9,544.4,15,824
2019,Arsenal,total,ft_total,0,Sheffield United_Arsenal_2019,2019-10-21,4,5,9,11,544.4,15,810
2019,Arsenal,total,ft_total,1,Arsenal_Crystal Palace_2019,2019-10-27,5,5,10,12,544.4,16,822
2019,Arsenal,total,ft_total,1,Arsenal_Wolves_2019,2019-11-02,6,5,11,13,544.4,17,834
2019,Arsenal,total,ft_total,0,Leicester_Arsenal_2019,2019-11-09,6,6,12,14,544.4,17,819
2019,Arsenal,total,ft_total,1,Arsenal_Southampton_2019,2019-11-23,7,6,13,16,544.4,18,831
2019,Arsenal,total,ft_total,1,Norwich_Arsenal_2019,2019-12-01,7,7,14,17,544.4,19,843
2019,Arsenal,total,ft_total,0,Arsenal_Brighton_2019,2019-12-05,8,7,15,18,544.4,19,829
2019,Arsenal,total,ft_total,3,West Ham_Arsenal_2019,2019-12-09,8,8,16,18,544.4,22,894
2019,Arsenal,total,ft_total,0,Arsenal_Man City_2019,2019-12-15,9,8,17,19,544.4,22,879
2019,Arsenal,total,ft_total,1,Everton_Arsenal_2019,2019-12-21,9,9,18,20,544.4,23,891
2019,Arsenal,total,ft_total,1,Bournemouth_Arsenal_2019,2019-12-26,9,10,19,21,544.4,24,903
2019,Arsenal,total,ft_total,0,Arsenal_Chelsea_2019,2019-12-29,10,10,20,21,544.4,24,889
2019,Arsenal,total,ft_total,3,Arsenal_Man United_2019,2020-01-01,11,10,21,22,544.4,27,954
2019,Arsenal,total,ft_total,1,Crystal Palace_Arsenal_2019,2020-01-11,11,11,22,23,544.4,28,966
2019,Arsenal,total,ft_total,1,Arsenal_Sheffield United_2019,2020-01-18,12,11,23,24,544.4,29,978
2019,Arsenal,total,ft_total,1,Chelsea_Arsenal_2019,2020-01-21,12,12,24,25,544.4,30,990
2019,Arsenal,total,ft_total,1,Burnley_Arsenal_2019,2020-02-02,12,13,25,26,544.4,31,1002
2019,Arsenal,total,ft_total,3,Arsenal_Newcastle_2019,2020-02-16,13,13,26,28,544.4,34,1066
2019,Arsenal,total,ft_total,3,Arsenal_Everton_2019,2020-02-23,14,13,27,29,544.4,37,1131
2019,Arsenal,total,ft_total,3,Arsenal_West Ham_2019,2020-03-07,15,13,28,31,544.4,40,1195
2019,Arsenal,total,ft_total,0,Man City_Arsenal_2019,2020-06-17,15,14,29,46,544.4,40,1181
2019,Arsenal,total,ft_total,0,Brighton_Arsenal_2019,2020-06-20,15,15,30,46,544.4,40,1167
2019,Arsenal,total,ft_total,3,Southampton_Arsenal_2019,2020-06-25,15,16,31,47,544.4,43,1231
2019,Arsenal,total,ft_total,3,Arsenal_Norwich_2019,2020-07-01,16,16,32,48,544.4,46,1296
2019,Arsenal,total,ft_total,3,Wolves_Arsenal_2019,2020-07-04,16,17,33,48,544.4,49,1361
2019,Arsenal,total,ft_total,1,Arsenal_Leicester_2019,2020-07-07,17,17,34,49,544.4,50,1373
2019,Arsenal,total,ft_total,0,Tottenham_Arsenal_2019,2020-07-12,17,18,35,49,544.4,50,1358
2019,Arsenal,total,ft_total,3,Arsenal_Liverpool_2019,2020-07-15,18,18,36,50,544.4,53,1423
2019,Arsenal,total,ft_total,0,Aston Villa_Arsenal_2019,2020-07-21,18,19,37,51,544.4,53,1409
