year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2009,Arsenal,total,ft_total,3,Everton_Arsenal_2009,2009-08-15,1,1,1,1,552.3,3,616
2009,Arsenal,total,ft_total,3,Arsenal_Portsmouth_2009,2009-08-22,1,1,2,2,552.3,6,681
2009,Arsenal,total,ft_total,0,Man United_Arsenal_2009,2009-08-29,1,2,3,3,552.3,6,666
2009,Arsenal,total,ft_total,0,Man City_Arsenal_2009,2009-09-12,1,3,4,5,552.3,6,652
2009,Arsenal,total,ft_total,3,Arsenal_Wigan_2009,2009-09-19,2,3,5,6,552.3,9,716
2009,Arsenal,total,ft_total,3,Fulham_Arsenal_2009,2009-09-26,2,4,6,7,552.3,12,780
2009,Arsenal,total,ft_total,3,Arsenal_Blackburn_2009,2009-10-04,3,4,7,8,552.3,15,845
2009,Arsenal,total,ft_total,3,Arsenal_Birmingham_2009,2009-10-17,4,4,8,10,552.3,18,909
2009,Arsenal,total,ft_total,1,West Ham_Arsenal_2009,2009-10-25,4,5,9,11,552.3,19,921
2009,Arsenal,total,ft_total,3,Arsenal_Tottenham_2009,2009-10-31,5,5,10,12,552.3,22,985
2009,Arsenal,total,ft_total,3,Wolves_Arsenal_2009,2009-11-07,5,6,11,13,552.3,25,1050
2009,Arsenal,total,ft_total,0,Sunderland_Arsenal_2009,2009-11-21,5,7,12,15,552.3,25,1035
2009,Arsenal,total,ft_total,0,Arsenal_Chelsea_2009,2009-11-29,6,7,13,16,552.3,25,1021
2009,Arsenal,total,ft_total,3,Arsenal_Stoke_2009,2009-12-05,7,7,14,17,552.3,28,1085
2009,Arsenal,total,ft_total,3,Liverpool_Arsenal_2009,2009-12-13,7,8,15,18,552.3,31,1150
2009,Arsenal,total,ft_total,1,Burnley_Arsenal_2009,2009-12-16,7,9,16,19,552.3,32,1161
2009,Arsenal,total,ft_total,3,Arsenal_Hull_2009,2009-12-19,8,9,17,19,552.3,35,1226
2009,Arsenal,total,ft_total,3,Arsenal_Aston Villa_2009,2009-12-27,9,9,18,20,552.3,38,1290
2009,Arsenal,total,ft_total,3,Portsmouth_Arsenal_2009,2009-12-30,9,10,19,21,552.3,41,1355
2009,Arsenal,total,ft_total,1,Arsenal_Everton_2009,2010-01-09,10,10,20,22,552.3,42,1366
2009,Arsenal,total,ft_total,3,Bolton_Arsenal_2009,2010-01-17,10,11,21,23,552.3,45,1431
2009,Arsenal,total,ft_total,3,Arsenal_Bolton_2009,2010-01-20,11,11,22,24,552.3,48,1495
2009,Arsenal,total,ft_total,1,Aston Villa_Arsenal_2009,2010-01-27,11,12,23,25,552.3,49,1507
2009,Arsenal,total,ft_total,0,Arsenal_Man United_2009,2010-01-31,12,12,24,25,552.3,49,1492
2009,Arsenal,total,ft_total,0,Chelsea_Arsenal_2009,2010-02-07,12,13,25,26,552.3,49,1478
2009,Arsenal,total,ft_total,3,Arsenal_Liverpool_2009,2010-02-10,13,13,26,27,552.3,52,1542
2009,Arsenal,total,ft_total,3,Arsenal_Sunderland_2009,2010-02-20,14,13,27,28,552.3,55,1607
2009,Arsenal,total,ft_total,3,Stoke_Arsenal_2009,2010-02-27,14,14,28,29,552.3,58,1671
2009,Arsenal,total,ft_total,3,Arsenal_Burnley_2009,2010-03-06,15,14,29,30,552.3,61,1736
2009,Arsenal,total,ft_total,3,Hull_Arsenal_2009,2010-03-13,15,15,30,31,552.3,64,1800
2009,Arsenal,total,ft_total,3,Arsenal_West Ham_2009,2010-03-20,16,15,31,32,552.3,67,1864
2009,Arsenal,total,ft_total,1,Birmingham_Arsenal_2009,2010-03-27,16,16,32,33,552.3,68,1876
2009,Arsenal,total,ft_total,3,Arsenal_Wolves_2009,2010-04-03,17,16,33,34,552.3,71,1941
2009,Arsenal,total,ft_total,0,Tottenham_Arsenal_2009,2010-04-14,17,17,34,36,552.3,71,1926
2009,Arsenal,total,ft_total,0,Wigan_Arsenal_2009,2010-04-18,17,18,35,36,552.3,71,1912
2009,Arsenal,total,ft_total,1,Arsenal_Man City_2009,2010-04-24,18,18,36,37,552.3,72,1923
2009,Arsenal,total,ft_total,0,Blackburn_Arsenal_2009,2010-05-03,18,19,37,38,552.3,72,1909
2009,Arsenal,total,ft_total,3,Arsenal_Fulham_2009,2010-05-09,19,19,38,39,552.3,75,1973
2009,Arsenal,home,ft_home,3,Arsenal_Portsmouth_2009,2009-08-22,1,1,2,2,651.8,3,775
2009,Arsenal,home,ft_home,3,Arsenal_Wigan_2009,2009-09-19,2,3,5,6,651.8,6,898
2009,Arsenal,home,ft_home,3,Arsenal_Blackburn_2009,2009-10-04,3,4,7,8,651.8,9,1022
2009,Arsenal,home,ft_home,3,Arsenal_Birmingham_2009,2009-10-17,4,4,8,10,651.8,12,1146
2009,Arsenal,home,ft_home,3,Arsenal_Tottenham_2009,2009-10-31,5,5,10,12,651.8,15,1269
2009,Arsenal,home,ft_home,0,Arsenal_Chelsea_2009,2009-11-29,6,7,13,16,651.8,15,1235
2009,Arsenal,home,ft_home,3,Arsenal_Stoke_2009,2009-12-05,7,7,14,17,651.8,18,1359
2009,Arsenal,home,ft_home,3,Arsenal_Hull_2009,2009-12-19,8,9,17,19,651.8,21,1482
2009,Arsenal,home,ft_home,3,Arsenal_Aston Villa_2009,2009-12-27,9,9,18,20,651.8,24,1606
2009,Arsenal,home,ft_home,1,Arsenal_Everton_2009,2010-01-09,10,10,20,22,651.8,25,1624
2009,Arsenal,home,ft_home,3,Arsenal_Bolton_2009,2010-01-20,11,11,22,24,651.8,28,1748
2009,Arsenal,home,ft_home,0,Arsenal_Man United_2009,2010-01-31,12,12,24,25,651.8,28,1713
2009,Arsenal,home,ft_home,3,Arsenal_Liverpool_2009,2010-02-10,13,13,26,27,651.8,31,1837
2009,Arsenal,home,ft_home,3,Arsenal_Sunderland_2009,2010-02-20,14,13,27,28,651.8,34,1961
2009,Arsenal,home,ft_home,3,Arsenal_Burnley_2009,2010-03-06,15,14,29,30,651.8,37,2084
2009,Arsenal,home,ft_home,3,Arsenal_West Ham_2009,2010-03-20,16,15,31,32,651.8,40,2208
2009,Arsenal,home,ft_home,3,Arsenal_Wolves_2009,2010-04-03,17,16,33,34,651.8,43,2331
2009,Arsenal,home,ft_home,1,Arsenal_Man City_2009,2010-04-24,18,18,36,37,651.8,44,2350
2009,Arsenal,home,ft_home,3,Arsenal_Fulham_2009,2010-05-09,19,19,38,39,651.8,47,2473
2009,Arsenal,away,ft_away,3,Everton_Arsenal_2009,2009-08-15,1,1,1,1,452.1,3,586
2009,Arsenal,away,ft_away,0,Man United_Arsenal_2009,2009-08-29,1,2,3,3,452.1,3,562
2009,Arsenal,away,ft_away,0,Man City_Arsenal_2009,2009-09-12,1,3,4,5,452.1,3,538
2009,Arsenal,away,ft_away,3,Fulham_Arsenal_2009,2009-09-26,2,4,6,7,452.1,6,672
2009,Arsenal,away,ft_away,1,West Ham_Arsenal_2009,2009-10-25,4,5,9,11,452.1,7,701
2009,Arsenal,away,ft_away,3,Wolves_Arsenal_2009,2009-11-07,5,6,11,13,452.1,10,835
2009,Arsenal,away,ft_away,0,Sunderland_Arsenal_2009,2009-11-21,5,7,12,15,452.1,10,811
2009,Arsenal,away,ft_away,3,Liverpool_Arsenal_2009,2009-12-13,7,8,15,18,452.1,13,945
2009,Arsenal,away,ft_away,1,Burnley_Arsenal_2009,2009-12-16,7,9,16,19,452.1,14,974
2009,Arsenal,away,ft_away,3,Portsmouth_Arsenal_2009,2009-12-30,9,10,19,21,452.1,17,1108
2009,Arsenal,away,ft_away,3,Bolton_Arsenal_2009,2010-01-17,10,11,21,23,452.1,20,1242
