year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2018,Arsenal,total,ft_total,0,Arsenal_Man City_2018,2018-08-12,1,1,1,1,544.5,0,530
2018,Arsenal,total,ft_total,0,Chelsea_Arsenal_2018,2018-08-18,1,1,2,2,544.5,0,515
2018,Arsenal,total,ft_total,3,Arsenal_West Ham_2018,2018-08-25,2,1,3,3,544.5,3,580
2018,Arsenal,total,ft_total,3,Cardiff_Arsenal_2018,2018-09-02,2,2,4,4,544.5,6,645
2018,Arsenal,total,ft_total,3,Newcastle_Arsenal_2018,2018-09-15,2,3,5,6,544.5,9,709
2018,Arsenal,total,ft_total,3,Arsenal_Everton_2018,2018-09-23,3,3,6,7,544.5,12,774
2018,Arsenal,total,ft_total,3,Arsenal_Watford_2018,2018-09-29,4,3,7,8,544.5,15,838
2018,Arsenal,total,ft_total,3,Fulham_Arsenal_2018,2018-10-07,4,4,8,9,544.5,18,903
2018,Arsenal,total,ft_total,3,Arsenal_Leicester_2018,2018-10-22,5,4,9,11,544.5,21,968
2018,Arsenal,total,ft_total,1,Crystal Palace_Arsenal_2018,2018-10-28,5,5,10,12,544.5,22,980
2018,Arsenal,total,ft_total,1,Arsenal_Liverpool_2018,2018-11-03,6,5,11,13,544.5,23,992
2018,Arsenal,total,ft_total,1,Arsenal_Wolves_2018,2018-11-11,7,5,12,14,544.5,24,1004
2018,Arsenal,total,ft_total,3,Bournemouth_Arsenal_2018,2018-11-25,7,6,13,16,544.5,27,1068
2018,Arsenal,total,ft_total,3,Arsenal_Tottenham_2018,2018-12-02,8,6,14,17,544.5,30,1133
2018,Arsenal,total,ft_total,1,Man United_Arsenal_2018,2018-12-05,8,7,15,18,544.5,31,1145
2018,Arsenal,total,ft_total,3,Arsenal_Huddersfield_2018,2018-12-08,9,7,16,18,544.5,34,1209
2018,Arsenal,total,ft_total,0,Southampton_Arsenal_2018,2018-12-16,9,8,17,19,544.5,34,1195
2018,Arsenal,total,ft_total,3,Arsenal_Burnley_2018,2018-12-22,10,8,18,20,544.5,37,1260
2018,Arsenal,total,ft_total,1,Brighton_Arsenal_2018,2018-12-26,10,9,19,21,544.5,38,1272
2018,Arsenal,total,ft_total,0,Liverpool_Arsenal_2018,2018-12-29,10,10,20,21,544.5,38,1257
2018,Arsenal,total,ft_total,3,Arsenal_Fulham_2018,2019-01-01,11,10,21,22,544.5,41,1322
2018,Arsenal,total,ft_total,0,West Ham_Arsenal_2018,2019-01-12,11,11,22,23,544.5,41,1308
2018,Arsenal,total,ft_total,3,Arsenal_Chelsea_2018,2019-01-19,12,11,23,24,544.5,44,1372
2018,Arsenal,total,ft_total,3,Arsenal_Cardiff_2018,2019-01-29,13,11,24,26,544.5,47,1437
2018,Arsenal,total,ft_total,0,Man City_Arsenal_2018,2019-02-03,13,12,25,26,544.5,47,1423
2018,Arsenal,total,ft_total,3,Huddersfield_Arsenal_2018,2019-02-09,13,13,26,27,544.5,50,1487
2018,Arsenal,total,ft_total,3,Arsenal_Southampton_2018,2019-02-24,14,13,27,29,544.5,53,1552
2018,Arsenal,total,ft_total,3,Arsenal_Bournemouth_2018,2019-02-27,15,13,28,30,544.5,56,1616
2018,Arsenal,total,ft_total,1,Tottenham_Arsenal_2018,2019-03-02,15,14,29,30,544.5,57,1628
2018,Arsenal,total,ft_total,3,Arsenal_Man United_2018,2019-03-10,16,14,30,31,544.5,60,1693
2018,Arsenal,total,ft_total,3,Arsenal_Newcastle_2018,2019-04-01,17,14,31,34,544.5,63,1758
2018,Arsenal,total,ft_total,0,Everton_Arsenal_2018,2019-04-07,17,15,32,35,544.5,63,1743
2018,Arsenal,total,ft_total,3,Watford_Arsenal_2018,2019-04-15,17,16,33,36,544.5,66,1808
2018,Arsenal,total,ft_total,0,Arsenal_Crystal Palace_2018,2019-04-21,18,16,34,37,544.5,66,1794
2018,Arsenal,total,ft_total,0,Wolves_Arsenal_2018,2019-04-24,18,17,35,38,544.5,66,1779
2018,Arsenal,total,ft_total,0,Leicester_Arsenal_2018,2019-04-28,18,18,36,38,544.5,66,1765
2018,Arsenal,total,ft_total,1,Arsenal_Brighton_2018,2019-05-05,19,18,37,39,544.5,67,1777
2018,Arsenal,total,ft_total,3,Burnley_Arsenal_2018,2019-05-12,19,19,38,40,544.5,70,1842
2018,Arsenal,home,ft_home,0,Arsenal_Man City_2018,2018-08-12,1,1,1,1,725.7,0,687
2018,Arsenal,home,ft_home,3,Arsenal_West Ham_2018,2018-08-25,2,1,3,3,725.7,3,807
2018,Arsenal,home,ft_home,3,Arsenal_Everton_2018,2018-09-23,3,3,6,7,725.7,6,926
2018,Arsenal,home,ft_home,3,Arsenal_Watford_2018,2018-09-29,4,3,7,8,725.7,9,1046
2018,Arsenal,home,ft_home,3,Arsenal_Leicester_2018,2018-10-22,5,4,9,11,725.7,12,1166
2018,Arsenal,home,ft_home,1,Arsenal_Liverpool_2018,2018-11-03,6,5,11,13,725.7,13,1180
2018,Arsenal,home,ft_home,1,Arsenal_Wolves_2018,2018-11-11,7,5,12,14,725.7,14,1195
2018,Arsenal,home,ft_home,3,Arsenal_Tottenham_2018,2018-12-02,8,6,14,17,725.7,17,1314
2018,Arsenal,home,ft_home,3,Arsenal_Huddersfield_2018,2018-12-08,9,7,16,18,725.7,20,1434
2018,Arsenal,home,ft_home,3,Arsenal_Burnley_2018,2018-12-22,10,8,18,20,725.7,23,1554
2018,Arsenal,home,ft_home,3,Arsenal_Fulham_2018,2019-01-01,11,10,21,22,725.7,26,1673
2018,Arsenal,home,ft_home,3,Arsenal_Chelsea_2018,2019-01-19,12,11,23,24,725.7,29,1793
2018,Arsenal,home,ft_home,3,Arsenal_Cardiff_2018,2019-01-29,13,11,24,26,725.7,32,1913
2018,Arsenal,home,ft_home,3,Arsenal_Southampton_2018,2019-02-24,14,13,27,29,725.7,35,2033
2018,Arsenal,home,ft_home,3,Arsenal_Bournemouth_2018,2019-02-27,15,13,28,30,725.7,38,2152
2018,Arsenal,home,ft_home,3,Arsenal_Man United_2018,2019-03-10,16,14,30,31,725.7,41,2272
2018,Arsenal,home,ft_home,3,Arsenal_Newcastle_2018,2019-04-01,17,14,31,34,725.7,44,2392
2018,Arsenal,home,ft_home,0,Arsenal_Crystal Palace_2018,2019-04-21,18,16,34,37,725.7,44,2353
2018,Arsenal,home,ft_home,1,Arsenal_Brighton_2018,2019-05-05,19,18,37,39,725.7,45,2368
2018,Arsenal,away,ft_away,0,Chelsea_Arsenal_2018,2018-08-18,1,1,2,2,362.7,0,343
2018,Arsenal,away,ft_away,3,Cardiff_Arsenal_2018,2018-09-02,2,2,4,4,362.7,3,482
2018,Arsenal,away,ft_away,3,Newcastle_Arsenal_2018,2018-09-15,2,3,5,6,362.7,6,621
2018,Arsenal,away,ft_away,3,Fulham_Arsenal_2018,2018-10-07,4,4,8,9,362.7,9,760
2018,Arsenal,away,ft_away,1,Crystal Palace_Arsenal_2018,2018-10-28,5,5,10,12,362.7,10,793
2018,Arsenal,away,ft_away,3,Bournemouth_Arsenal_2018,2018-11-25,7,6,13,16,362.7,13,932
2018,Arsenal,away,ft_away,1,Man United_Arsenal_2018,2018-12-05,8,7,15,18,362.7,14,965
2018,Arsenal,away,ft_away,0,Southampton_Arsenal_2018,2018-12-16,9,8,17,19,362.7,14,946
2018,Arsenal,away,ft_away,1,Brighton_Arsenal_2018,2018-12-26,10,9,19,21,362.7,15,980
2018,Arsenal,away,ft_away,0,Liverpool_Arsenal_2018,2018-12-29,10,10,20,21,362.7,15,961
2018,Arsenal,away,ft_away,0,West Ham_Arsenal_2018,2019-01-12,11,11,22,23,362.7,15,942
2018,Arsenal,away,ft_away,0,Man City_Arsenal_2018,2019-02-03,13,12,25,26,362.7,15,923
2018,Arsenal,away,ft_away,3,Huddersfield_Arsenal_2018,2019-02-09,13,13,26,27,362.7,18,1061
2018,Arsenal,away,ft_away,1,Tottenham_Arsenal_2018,2019-03-02,15,14,29,30,362.7,19,1095
2018,Arsenal,away,ft_away,0,Everton_Arsenal_2018,2019-04-07,17,15,32,35,362.7,19,1076
2018,Arsenal,away,ft_away,3,Watford_Arsenal_2018,2019-04-15,17,16,33,36,362.7,22,1215
2018,Arsenal,away,ft_away,0,Wolves_Arsenal_2018,2019-04-24,18,17,35,38,362.7,22,1196
2018,Arsenal,away,ft_away,0,Leicester_Arsenal_2018,2019-04-28,18,18,36,38,362.7,22,1176
2018,Arsenal,away,ft_away,3,Burnley_Arsenal_2018,2019-05-12,19,19,38,40,362.7,25,1315
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Man City_2018,2018-08-12,1,1,1,1,828.4,1,832
2018,Arsenal,total,ft_total_g>15,1,Chelsea_Arsenal_2018,2018-08-18,1,1,2,2,828.4,2,837
2018,Arsenal,total,ft_total_g>15,1,Arsenal_West Ham_2018,2018-08-25,2,1,3,3,828.4,3,841
2018,Arsenal,total,ft_total_g>15,1,Cardiff_Arsenal_2018,2018-09-02,2,2,4,4,828.4,4,846
2018,Arsenal,total,ft_total_g>15,1,Newcastle_Arsenal_2018,2018-09-15,2,3,5,6,828.4,5,850
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Everton_2018,2018-09-23,3,3,6,7,828.4,6,855
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Watford_2018,2018-09-29,4,3,7,8,828.4,7,860
2018,Arsenal,total,ft_total_g>15,1,Fulham_Arsenal_2018,2018-10-07,4,4,8,9,828.4,8,864
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Leicester_2018,2018-10-22,5,4,9,11,828.4,9,869
2018,Arsenal,total,ft_total_g>15,1,Crystal Palace_Arsenal_2018,2018-10-28,5,5,10,12,828.4,10,873
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Liverpool_2018,2018-11-03,6,5,11,13,828.4,11,878
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Wolves_2018,2018-11-11,7,5,12,14,828.4,12,882
2018,Arsenal,total,ft_total_g>15,1,Bournemouth_Arsenal_2018,2018-11-25,7,6,13,16,828.4,13,887
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Tottenham_2018,2018-12-02,8,6,14,17,828.4,14,891
2018,Arsenal,total,ft_total_g>15,1,Man United_Arsenal_2018,2018-12-05,8,7,15,18,828.4,15,896
2018,Arsenal,total,ft_total_g>15,0,Arsenal_Huddersfield_2018,2018-12-08,9,7,16,18,828.4,15,874
2018,Arsenal,total,ft_total_g>15,1,Southampton_Arsenal_2018,2018-12-16,9,8,17,19,828.4,16,878
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Burnley_2018,2018-12-22,10,8,18,20,828.4,17,883
2018,Arsenal,total,ft_total_g>15,1,Brighton_Arsenal_2018,2018-12-26,10,9,19,21,828.4,18,887
2018,Arsenal,total,ft_total_g>15,1,Liverpool_Arsenal_2018,2018-12-29,10,10,20,21,828.4,19,892
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Fulham_2018,2019-01-01,11,10,21,22,828.4,20,896
2018,Arsenal,total,ft_total_g>15,0,West Ham_Arsenal_2018,2019-01-12,11,11,22,23,828.4,20,875
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Chelsea_2018,2019-01-19,12,11,23,24,828.4,21,879
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Cardiff_2018,2019-01-29,13,11,24,26,828.4,22,884
2018,Arsenal,total,ft_total_g>15,1,Man City_Arsenal_2018,2019-02-03,13,12,25,26,828.4,23,888
2018,Arsenal,total,ft_total_g>15,1,Huddersfield_Arsenal_2018,2019-02-09,13,13,26,27,828.4,24,893
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Southampton_2018,2019-02-24,14,13,27,29,828.4,25,897
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Bournemouth_2018,2019-02-27,15,13,28,30,828.4,26,902
2018,Arsenal,total,ft_total_g>15,1,Tottenham_Arsenal_2018,2019-03-02,15,14,29,30,828.4,27,906
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Man United_2018,2019-03-10,16,14,30,31,828.4,28,911
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Newcastle_2018,2019-04-01,17,14,31,34,828.4,29,915
2018,Arsenal,total,ft_total_g>15,0,Everton_Arsenal_2018,2019-04-07,17,15,32,35,828.4,29,893
2018,Arsenal,total,ft_total_g>15,0,Watford_Arsenal_2018,2019-04-15,17,16,33,36,828.4,29,872
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Crystal Palace_2018,2019-04-21,18,16,34,37,828.4,30,876
2018,Arsenal,total,ft_total_g>15,1,Wolves_Arsenal_2018,2019-04-24,18,17,35,38,828.4,31,881
2018,Arsenal,total,ft_total_g>15,1,Leicester_Arsenal_2018,2019-04-28,18,18,36,38,828.4,32,885
2018,Arsenal,total,ft_total_g>15,1,Arsenal_Brighton_2018,2019-05-05,19,18,37,39,828.4,33,890
2018,Arsenal,total,ft_total_g>15,1,Burnley_Arsenal_2018,2019-05-12,19,19,38,40,828.4,34,894
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Man City_2018,2018-08-12,1,1,1,1,633.8,0,617
2018,Arsenal,total,ft_total_g>25,1,Chelsea_Arsenal_2018,2018-08-18,1,1,2,2,633.8,1,626
2018,Arsenal,total,ft_total_g>25,1,Arsenal_West Ham_2018,2018-08-25,2,1,3,3,633.8,2,636
2018,Arsenal,total,ft_total_g>25,1,Cardiff_Arsenal_2018,2018-09-02,2,2,4,4,633.8,3,646
2018,Arsenal,total,ft_total_g>25,1,Newcastle_Arsenal_2018,2018-09-15,2,3,5,6,633.8,4,655
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Everton_2018,2018-09-23,3,3,6,7,633.8,4,638
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Watford_2018,2018-09-29,4,3,7,8,633.8,4,622
2018,Arsenal,total,ft_total_g>25,1,Fulham_Arsenal_2018,2018-10-07,4,4,8,9,633.8,5,631
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Leicester_2018,2018-10-22,5,4,9,11,633.8,6,641
2018,Arsenal,total,ft_total_g>25,1,Crystal Palace_Arsenal_2018,2018-10-28,5,5,10,12,633.8,7,651
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Liverpool_2018,2018-11-03,6,5,11,13,633.8,7,634
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Wolves_2018,2018-11-11,7,5,12,14,633.8,7,617
2018,Arsenal,total,ft_total_g>25,1,Bournemouth_Arsenal_2018,2018-11-25,7,6,13,16,633.8,8,627
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Tottenham_2018,2018-12-02,8,6,14,17,633.8,9,637
2018,Arsenal,total,ft_total_g>25,1,Man United_Arsenal_2018,2018-12-05,8,7,15,18,633.8,10,646
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Huddersfield_2018,2018-12-08,9,7,16,18,633.8,10,630
2018,Arsenal,total,ft_total_g>25,1,Southampton_Arsenal_2018,2018-12-16,9,8,17,19,633.8,11,639
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Burnley_2018,2018-12-22,10,8,18,20,633.8,12,649
2018,Arsenal,total,ft_total_g>25,0,Brighton_Arsenal_2018,2018-12-26,10,9,19,21,633.8,12,632
2018,Arsenal,total,ft_total_g>25,1,Liverpool_Arsenal_2018,2018-12-29,10,10,20,21,633.8,13,642
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Fulham_2018,2019-01-01,11,10,21,22,633.8,14,651
2018,Arsenal,total,ft_total_g>25,0,West Ham_Arsenal_2018,2019-01-12,11,11,22,23,633.8,14,635
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Chelsea_2018,2019-01-19,12,11,23,24,633.8,14,618
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Cardiff_2018,2019-01-29,13,11,24,26,633.8,15,628
2018,Arsenal,total,ft_total_g>25,1,Man City_Arsenal_2018,2019-02-03,13,12,25,26,633.8,16,637
2018,Arsenal,total,ft_total_g>25,1,Huddersfield_Arsenal_2018,2019-02-09,13,13,26,27,633.8,17,647
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Southampton_2018,2019-02-24,14,13,27,29,633.8,17,630
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Bournemouth_2018,2019-02-27,15,13,28,30,633.8,18,640
2018,Arsenal,total,ft_total_g>25,0,Tottenham_Arsenal_2018,2019-03-02,15,14,29,30,633.8,18,623
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Man United_2018,2019-03-10,16,14,30,31,633.8,18,607
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Newcastle_2018,2019-04-01,17,14,31,34,633.8,18,590
2018,Arsenal,total,ft_total_g>25,0,Everton_Arsenal_2018,2019-04-07,17,15,32,35,633.8,18,573
2018,Arsenal,total,ft_total_g>25,0,Watford_Arsenal_2018,2019-04-15,17,16,33,36,633.8,18,557
2018,Arsenal,total,ft_total_g>25,1,Arsenal_Crystal Palace_2018,2019-04-21,18,16,34,37,633.8,19,566
2018,Arsenal,total,ft_total_g>25,1,Wolves_Arsenal_2018,2019-04-24,18,17,35,38,633.8,20,576
2018,Arsenal,total,ft_total_g>25,1,Leicester_Arsenal_2018,2019-04-28,18,18,36,38,633.8,21,585
2018,Arsenal,total,ft_total_g>25,0,Arsenal_Brighton_2018,2019-05-05,19,18,37,39,633.8,21,569
2018,Arsenal,total,ft_total_g>25,1,Burnley_Arsenal_2018,2019-05-12,19,19,38,40,633.8,22,578
2018,Arsenal,total,ft_total_g>35,0,Arsenal_Man City_2018,2018-08-12,1,1,1,1,373.6,0,363
2018,Arsenal,total,ft_total_g>35,1,Chelsea_Arsenal_2018,2018-08-18,1,1,2,2,373.6,1,380
2018,Arsenal,total,ft_total_g>35,1,Arsenal_West Ham_2018,2018-08-25,2,1,3,3,373.6,2,396
2018,Arsenal,total,ft_total_g>35,1,Cardiff_Arsenal_2018,2018-09-02,2,2,4,4,373.6,3,413
2018,Arsenal,total,ft_total_g>35,0,Newcastle_Arsenal_2018,2018-09-15,2,3,5,6,373.6,3,403
2018,Arsenal,total,ft_total_g>35,0,Arsenal_Everton_2018,2018-09-23,3,3,6,7,373.6,3,393
2018,Arsenal,total,ft_total_g>35,0,Arsenal_Watford_2018,2018-09-29,4,3,7,8,373.6,3,383
2018,Arsenal,total,ft_total_g>35,1,Fulham_Arsenal_2018,2018-10-07,4,4,8,9,373.6,4,400
2018,Arsenal,total,ft_total_g>35,1,Arsenal_Leicester_2018,2018-10-22,5,4,9,11,373.6,5,416
2018,Arsenal,total,ft_total_g>35,1,Crystal Palace_Arsenal_2018,2018-10-28,5,5,10,12,373.6,6,433
