year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2016,Arsenal,total,ft_total,0,Arsenal_Liverpool_2016,2016-08-14,1,1,1,1,565.2,0,550
2016,Arsenal,total,ft_total,1,Leicester_Arsenal_2016,2016-08-20,1,1,2,2,565.2,1,561
2016,Arsenal,total,ft_total,3,Watford_Arsenal_2016,2016-08-27,1,2,3,3,565.2,4,625
2016,Arsenal,total,ft_total,3,Arsenal_Southampton_2016,2016-09-10,2,2,4,5,565.2,7,689
2016,Arsenal,total,ft_total,3,Hull_Arsenal_2016,2016-09-17,2,3,5,6,565.2,10,753
2016,Arsenal,total,ft_total,3,Arsenal_Chelsea_2016,2016-09-24,3,3,6,7,565.2,13,818
2016,Arsenal,total,ft_total,3,Burnley_Arsenal_2016,2016-10-02,3,4,7,8,565.2,16,882
2016,Arsenal,total,ft_total,3,Arsenal_Swansea_2016,2016-10-15,4,4,8,10,565.2,19,946
2016,Arsenal,total,ft_total,1,Arsenal_Middlesbrough_2016,2016-10-22,5,4,9,11,565.2,20,957
2016,Arsenal,total,ft_total,3,Sunderland_Arsenal_2016,2016-10-29,5,5,10,12,565.2,23,1021
2016,Arsenal,total,ft_total,1,Arsenal_Tottenham_2016,2016-11-06,6,5,11,13,565.2,24,1033
2016,Arsenal,total,ft_total,1,Man United_Arsenal_2016,2016-11-19,6,6,12,15,565.2,25,1044
2016,Arsenal,total,ft_total,3,Arsenal_Bournemouth_2016,2016-11-27,7,6,13,16,565.2,28,1108
2016,Arsenal,total,ft_total,3,West Ham_Arsenal_2016,2016-12-03,7,7,14,17,565.2,31,1172
2016,Arsenal,total,ft_total,3,Arsenal_Stoke_2016,2016-12-10,8,7,15,18,565.2,34,1236
2016,Arsenal,total,ft_total,0,Everton_Arsenal_2016,2016-12-13,8,8,16,19,565.2,34,1221
2016,Arsenal,total,ft_total,0,Man City_Arsenal_2016,2016-12-18,8,9,17,19,565.2,34,1207
2016,Arsenal,total,ft_total,3,Arsenal_West Brom_2016,2016-12-26,9,9,18,20,565.2,37,1271
2016,Arsenal,total,ft_total,3,Arsenal_Crystal Palace_2016,2017-01-01,10,9,19,21,565.2,40,1335
2016,Arsenal,total,ft_total,1,Bournemouth_Arsenal_2016,2017-01-03,10,10,20,22,565.2,41,1346
2016,Arsenal,total,ft_total,3,Swansea_Arsenal_2016,2017-01-14,10,11,21,23,565.2,44,1410
2016,Arsenal,total,ft_total,3,Arsenal_Burnley_2016,2017-01-22,11,11,22,24,565.2,47,1474
2016,Arsenal,total,ft_total,0,Arsenal_Watford_2016,2017-01-31,12,11,23,26,565.2,47,1459
2016,Arsenal,total,ft_total,0,Chelsea_Arsenal_2016,2017-02-04,12,12,24,26,565.2,47,1445
2016,Arsenal,total,ft_total,3,Arsenal_Hull_2016,2017-02-11,13,12,25,27,565.2,50,1509
2016,Arsenal,total,ft_total,0,Liverpool_Arsenal_2016,2017-03-04,13,13,26,30,565.2,50,1494
2016,Arsenal,total,ft_total,0,West Brom_Arsenal_2016,2017-03-18,13,14,27,32,565.2,50,1479
2016,Arsenal,total,ft_total,1,Arsenal_Man City_2016,2017-04-02,14,14,28,34,565.2,51,1490
2016,Arsenal,total,ft_total,3,Arsenal_West Ham_2016,2017-04-05,15,14,29,35,565.2,54,1554
2016,Arsenal,total,ft_total,0,Crystal Palace_Arsenal_2016,2017-04-10,15,15,30,35,565.2,54,1540
2016,Arsenal,total,ft_total,3,Middlesbrough_Arsenal_2016,2017-04-17,15,16,31,36,565.2,57,1604
2016,Arsenal,total,ft_total,3,Arsenal_Leicester_2016,2017-04-26,16,16,32,38,565.2,60,1668
2016,Arsenal,total,ft_total,0,Tottenham_Arsenal_2016,2017-04-30,16,17,33,38,565.2,60,1653
2016,Arsenal,total,ft_total,3,Arsenal_Man United_2016,2017-05-07,17,17,34,39,565.2,63,1717
2016,Arsenal,total,ft_total,3,Southampton_Arsenal_2016,2017-05-10,17,18,35,40,565.2,66,1781
2016,Arsenal,total,ft_total,3,Stoke_Arsenal_2016,2017-05-13,17,19,36,40,565.2,69,1845
2016,Arsenal,total,ft_total,3,Arsenal_Sunderland_2016,2017-05-16,18,19,37,41,565.2,72,1909
2016,Arsenal,total,ft_total,3,Arsenal_Everton_2016,2017-05-21,19,19,38,41,565.2,75,1973
2016,Arsenal,home,ft_home,0,Arsenal_Liverpool_2016,2016-08-14,1,1,1,1,636.3,0,602
2016,Arsenal,home,ft_home,3,Arsenal_Southampton_2016,2016-09-10,2,2,4,5,636.3,3,727
2016,Arsenal,home,ft_home,3,Arsenal_Chelsea_2016,2016-09-24,3,3,6,7,636.3,6,851
2016,Arsenal,home,ft_home,3,Arsenal_Swansea_2016,2016-10-15,4,4,8,10,636.3,9,976
2016,Arsenal,home,ft_home,1,Arsenal_Middlesbrough_2016,2016-10-22,5,4,9,11,636.3,10,995
2016,Arsenal,home,ft_home,1,Arsenal_Tottenham_2016,2016-11-06,6,5,11,13,636.3,11,1014
2016,Arsenal,home,ft_home,3,Arsenal_Bournemouth_2016,2016-11-27,7,6,13,16,636.3,14,1138
2016,Arsenal,home,ft_home,3,Arsenal_Stoke_2016,2016-12-10,8,7,15,18,636.3,17,1263
2016,Arsenal,home,ft_home,3,Arsenal_West Brom_2016,2016-12-26,9,9,18,20,636.3,20,1387
2016,Arsenal,home,ft_home,3,Arsenal_Crystal Palace_2016,2017-01-01,10,9,19,21,636.3,23,1511
2016,Arsenal,home,ft_home,3,Arsenal_Burnley_2016,2017-01-22,11,11,22,24,636.3,26,1636
2016,Arsenal,home,ft_home,0,Arsenal_Watford_2016,2017-01-31,12,11,23,26,636.3,26,1602
2016,Arsenal,home,ft_home,3,Arsenal_Hull_2016,2017-02-11,13,12,25,27,636.3,29,1727
2016,Arsenal,home,ft_home,1,Arsenal_Man City_2016,2017-04-02,14,14,28,34,636.3,30,1746
2016,Arsenal,home,ft_home,3,Arsenal_West Ham_2016,2017-04-05,15,14,29,35,636.3,33,1870
2016,Arsenal,home,ft_home,3,Arsenal_Leicester_2016,2017-04-26,16,16,32,38,636.3,36,1995
2016,Arsenal,home,ft_home,3,Arsenal_Man United_2016,2017-05-07,17,17,34,39,636.3,39,2119
2016,Arsenal,home,ft_home,3,Arsenal_Sunderland_2016,2017-05-16,18,19,37,41,636.3,42,2244
2016,Arsenal,home,ft_home,3,Arsenal_Everton_2016,2017-05-21,19,19,38,41,636.3,45,2368
2016,Arsenal,away,ft_away,1,Leicester_Arsenal_2016,2016-08-20,1,1,2,2,494.4,1,521
2016,Arsenal,away,ft_away,3,Watford_Arsenal_2016,2016-08-27,1,2,3,3,494.4,4,652
2016,Arsenal,away,ft_away,3,Hull_Arsenal_2016,2016-09-17,2,3,5,6,494.4,7,784
2016,Arsenal,away,ft_away,3,Burnley_Arsenal_2016,2016-10-02,3,4,7,8,494.4,10,916
2016,Arsenal,away,ft_away,3,Sunderland_Arsenal_2016,2016-10-29,5,5,10,12,494.4,13,1048
2016,Arsenal,away,ft_away,1,Man United_Arsenal_2016,2016-11-19,6,6,12,15,494.4,14,1075
2016,Arsenal,away,ft_away,3,West Ham_Arsenal_2016,2016-12-03,7,7,14,17,494.4,17,1206
2016,Arsenal,away,ft_away,0,Everton_Arsenal_2016,2016-12-13,8,8,16,19,494.4,17,1180
2016,Arsenal,away,ft_away,0,Man City_Arsenal_2016,2016-12-18,8,9,17,19,494.4,17,1154
2016,Arsenal,away,ft_away,1,Bournemouth_Arsenal_2016,2017-01-03,10,10,20,22,494.4,18,1181
2016,Arsenal,away,ft_away,3,Swansea_Arsenal_2016,2017-01-14,10,11,21,23,494.4,21,1313
2016,Arsenal,away,ft_away,0,Chelsea_Arsenal_2016,2017-02-04,12,12,24,26,494.4,21,1287
2016,Arsenal,away,ft_away,0,Liverpool_Arsenal_2016,2017-03-04,13,13,26,30,494.4,21,1261
2016,Arsenal,away,ft_away,0,West Brom_Arsenal_2016,2017-03-18,13,14,27,32,494.4,21,1235
2016,Arsenal,away,ft_away,0,Crystal Palace_Arsenal_2016,2017-04-10,15,15,30,35,494.4,21,1209
2016,Arsenal,away,ft_away,3,Middlesbrough_Arsenal_2016,2017-04-17,15,16,31,36,494.4,24,1341
2016,Arsenal,away,ft_away,0,Tottenham_Arsenal_2016,2017-04-30,16,17,33,38,494.4,24,1315
2016,Arsenal,away,ft_away,3,Southampton_Arsenal_2016,2017-05-10,17,18,35,40,494.4,27,1447
2016,Arsenal,away,ft_away,3,Stoke_Arsenal_2016,2017-05-13,17,19,36,40,494.4,30,1578
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Liverpool_2016,2016-08-14,1,1,1,1,794.4,1,799
2016,Arsenal,total,ft_total_g>15,0,Leicester_Arsenal_2016,2016-08-20,1,1,2,2,794.4,1,778
2016,Arsenal,total,ft_total_g>15,1,Watford_Arsenal_2016,2016-08-27,1,2,3,3,794.4,2,784
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Southampton_2016,2016-09-10,2,2,4,5,794.4,3,789
2016,Arsenal,total,ft_total_g>15,1,Hull_Arsenal_2016,2016-09-17,2,3,5,6,794.4,4,795
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Chelsea_2016,2016-09-24,3,3,6,7,794.4,5,800
2016,Arsenal,total,ft_total_g>15,0,Burnley_Arsenal_2016,2016-10-02,3,4,7,8,794.4,5,779
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Swansea_2016,2016-10-15,4,4,8,10,794.4,6,785
2016,Arsenal,total,ft_total_g>15,0,Arsenal_Middlesbrough_2016,2016-10-22,5,4,9,11,794.4,6,764
2016,Arsenal,total,ft_total_g>15,1,Sunderland_Arsenal_2016,2016-10-29,5,5,10,12,794.4,7,769
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Tottenham_2016,2016-11-06,6,5,11,13,794.4,8,774
2016,Arsenal,total,ft_total_g>15,1,Man United_Arsenal_2016,2016-11-19,6,6,12,15,794.4,9,780
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Bournemouth_2016,2016-11-27,7,6,13,16,794.4,10,785
2016,Arsenal,total,ft_total_g>15,1,West Ham_Arsenal_2016,2016-12-03,7,7,14,17,794.4,11,791
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Stoke_2016,2016-12-10,8,7,15,18,794.4,12,796
2016,Arsenal,total,ft_total_g>15,1,Everton_Arsenal_2016,2016-12-13,8,8,16,19,794.4,13,802
2016,Arsenal,total,ft_total_g>15,1,Man City_Arsenal_2016,2016-12-18,8,9,17,19,794.4,14,807
2016,Arsenal,total,ft_total_g>15,0,Arsenal_West Brom_2016,2016-12-26,9,9,18,20,794.4,14,786
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Crystal Palace_2016,2017-01-01,10,9,19,21,794.4,15,791
2016,Arsenal,total,ft_total_g>15,1,Bournemouth_Arsenal_2016,2017-01-03,10,10,20,22,794.4,16,797
2016,Arsenal,total,ft_total_g>15,1,Swansea_Arsenal_2016,2017-01-14,10,11,21,23,794.4,17,802
2016,Arsenal,total,ft_total_g>15,1,Arsenal_Burnley_2016,2017-01-22,11,11,22,24,794.4,18,808
