year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2012,Arsenal,total,ft_total,1,Arsenal_Sunderland_2012,2012-08-18,1,1,1,1,544.4,1,556
2012,Arsenal,total,ft_total,1,Stoke_Arsenal_2012,2012-08-26,1,1,2,2,544.4,2,568
2012,Arsenal,total,ft_total,3,Liverpool_Arsenal_2012,2012-09-02,1,2,3,3,544.4,5,633
2012,Arsenal,total,ft_total,3,Arsenal_Southampton_2012,2012-09-15,2,2,4,5,544.4,8,697
2012,Arsenal,total,ft_total,1,Man City_Arsenal_2012,2012-09-23,2,3,5,6,544.4,9,709
2012,Arsenal,total,ft_total,0,Arsenal_Chelsea_2012,2012-09-29,3,3,6,7,544.4,9,695
2012,Arsenal,total,ft_total,3,West Ham_Arsenal_2012,2012-10-06,3,4,7,8,544.4,12,759
2012,Arsenal,total,ft_total,0,Norwich_Arsenal_2012,2012-10-20,3,5,8,10,544.4,12,745
2012,Arsenal,total,ft_total,3,Arsenal_QPR_2012,2012-10-27,4,5,9,11,544.4,15,810
2012,Arsenal,total,ft_total,0,Man United_Arsenal_2012,2012-11-03,4,6,10,12,544.4,15,795
2012,Arsenal,total,ft_total,1,Arsenal_Fulham_2012,2012-11-10,5,6,11,13,544.4,16,807
2012,Arsenal,total,ft_total,3,Arsenal_Tottenham_2012,2012-11-17,6,6,12,14,544.4,19,872
2012,Arsenal,total,ft_total,1,Aston Villa_Arsenal_2012,2012-11-24,6,7,13,15,544.4,20,884
2012,Arsenal,total,ft_total,1,Everton_Arsenal_2012,2012-11-28,6,8,14,16,544.4,21,896
2012,Arsenal,total,ft_total,0,Arsenal_Swansea_2012,2012-12-01,7,8,15,16,544.4,21,882
2012,Arsenal,total,ft_total,3,Arsenal_West Brom_2012,2012-12-08,8,8,16,17,544.4,24,946
2012,Arsenal,total,ft_total,3,Reading_Arsenal_2012,2012-12-17,8,9,17,18,544.4,27,1011
2012,Arsenal,total,ft_total,3,Wigan_Arsenal_2012,2012-12-22,8,10,18,19,544.4,30,1076
2012,Arsenal,total,ft_total,3,Arsenal_Newcastle_2012,2012-12-29,9,10,19,20,544.4,33,1140
2012,Arsenal,total,ft_total,1,Southampton_Arsenal_2012,2013-01-01,9,11,20,21,544.4,34,1152
2012,Arsenal,total,ft_total,0,Arsenal_Man City_2012,2013-01-13,10,11,21,22,544.4,34,1138
2012,Arsenal,total,ft_total,0,Chelsea_Arsenal_2012,2013-01-20,10,12,22,23,544.4,34,1123
2012,Arsenal,total,ft_total,3,Arsenal_West Ham_2012,2013-01-23,11,12,23,24,544.4,37,1188
