,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
0,3,1,Aston Villa,Bournemouth,E0,11,3,2,6,13,0,M Clattenburg,7,0,A,0,0,D,13,4,0,08/08/2015,3,Bournemouth_Aston Villa_2015
1,8,2,Swansea,Chelsea,E0,11,10,3,4,16,1,M Oliver,18,2,D,2,0,H,15,3,1,08/08/2015,1,Chelsea_Swansea_2015
2,2,2,Watford,Everton,E0,10,5,5,8,13,1,M Jones,11,2,D,0,0,A,7,2,0,08/08/2015,1,Everton_Watford_2015
3,3,2,Sunderland,Leicester,E0,19,5,8,6,17,0,L Mason,10,4,H,3,0,H,13,4,0,08/08/2015,2,Leicester_Sunderland_2015
4,2,0,Tottenham,Man United,E0,9,4,1,1,12,0,J Moss,9,1,H,1,0,H,12,3,0,08/08/2015,2,Man United_Tottenham_2015
5,4,3,Crystal Palace,Norwich,E0,17,7,6,1,20,1,S Hooper,11,1,A,0,0,A,14,0,0,08/08/2015,1,Norwich_Crystal Palace_2015
6,4,2,West Ham,Arsenal,E0,22,4,6,5,9,1,M Atkinson,8,0,A,0,0,A,12,3,0,09/08/2015,1,Arsenal_West Ham_2015
7,6,2,Southampton,Newcastle,E0,9,5,4,6,12,1,C Pawson,15,2,D,1,0,D,9,4,0,09/08/2015,2,Newcastle_Southampton_2015
8,5,1,Liverpool,Stoke,E0,7,3,1,3,16,0,A Taylor,8,0,A,0,0,D,9,4,0,09/08/2015,2,Stoke_Liverpool_2015
9,6,3,Man City,West Brom,E0,9,7,2,6,9,2,M Dean,19,0,A,0,0,A,12,1,0,10/08/2015,4,West Brom_Man City_2015
10,5,1,Man United,Aston Villa,E0,5,2,1,3,10,1,M Dean,9,0,A,0,0,A,14,2,0,14/08/2015,2,Aston Villa_Man United_2015
11,9,3,Everton,Southampton,E0,17,4,4,9,10,2,M Oliver,10,0,A,0,0,A,11,2,0,15/08/2015,4,Southampton_Everton_2015
12,6,3,Norwich,Sunderland,E0,6,6,2,6,7,2,K Friend,19,1,A,0,0,A,7,2,0,15/08/2015,1,Sunderland_Norwich_2015
13,4,0,Newcastle,Swansea,E0,19,2,6,4,8,0,M Jones,4,2,H,1,1,H,11,1,0,15/08/2015,2,Swansea_Newcastle_2015
14,3,2,Stoke,Tottenham,E0,13,7,7,4,11,0,R Madley,16,2,D,2,0,H,15,2,0,15/08/2015,2,Tottenham_Stoke_2015
15,4,0,West Brom,Watford,E0,16,0,5,2,10,0,P Tierney,6,0,D,0,0,D,13,2,0,15/08/2015,1,Watford_West Brom_2015
16,4,2,Leicester,West Ham,E0,10,6,3,8,12,2,A Taylor,11,1,A,0,0,A,11,3,1,15/08/2015,1,West Ham_Leicester_2015
17,6,2,Arsenal,Crystal Palace,E0,11,7,4,6,12,1,L Mason,20,1,A,1,0,D,14,1,0,16/08/2015,1,Crystal Palace_Arsenal_2015
18,1,0,Chelsea,Man City,E0,18,3,8,5,13,0,M Atkinson,10,3,H,1,0,H,19,2,0,16/08/2015,4,Man City_Chelsea_2015
19,8,0,Bournemouth,Liverpool,E0,18,2,2,6,18,0,C Pawson,13,1,H,1,0,H,11,4,0,17/08/2015,1,Liverpool_Bournemouth_2015
20,4,1,Aston Villa,Crystal Palace,E0,16,2,6,6,15,0,K Stroud,11,2,H,0,0,D,12,3,0,22/08/2015,3,Crystal Palace_Aston Villa_2015
21,7,1,Tottenham,Leicester,E0,13,6,2,2,14,0,M Atkinson,19,1,D,0,0,D,7,4,0,22/08/2015,1,Leicester_Tottenham_2015
22,5,0,Newcastle,Man United,E0,20,0,8,11,11,0,C Pawson,7,0,D,0,0,D,15,2,0,22/08/2015,2,Man United_Newcastle_2015
23,0,1,Stoke,Norwich,E0,21,1,7,9,5,1,M Dean,6,1,D,1,0,D,16,1,0,22/08/2015,4,Norwich_Stoke_2015
24,4,1,Swansea,Sunderland,E0,10,9,2,3,9,1,N Swarbrick,20,1,D,0,0,A,16,2,0,22/08/2015,4,Sunderland_Swansea_2015
25,4,4,Bournemouth,West Ham,E0,10,7,4,5,11,2,J Moss,15,3,A,0,0,A,8,0,1,22/08/2015,0,West Ham_Bournemouth_2015
26,7,2,Man City,Everton,E0,10,9,1,8,7,0,A Taylor,16,0,A,0,0,D,5,3,0,23/08/2015,0,Everton_Man City_2015
27,2,0,Southampton,Watford,E0,13,5,0,5,11,0,A Marriner,14,0,D,0,0,D,10,2,0,23/08/2015,0,Watford_Southampton_2015
28,7,3,Chelsea,West Brom,E0,15,5,6,8,12,3,M Clattenburg,15,2,A,1,1,A,9,1,0,23/08/2015,2,West Brom_Chelsea_2015
29,8,0,Liverpool,Arsenal,E0,19,8,5,7,13,0,M Oliver,15,0,D,0,0,D,2,4,0,24/08/2015,1,Arsenal_Liverpool_2015
30,4,2,Sunderland,Aston Villa,E0,21,3,6,5,14,1,R Madley,7,2,D,2,0,H,10,1,0,29/08/2015,2,Aston Villa_Sunderland_2015
31,4,1,Leicester,Bournemouth,E0,5,2,2,4,19,0,N Swarbrick,4,1,D,1,0,H,9,4,0,29/08/2015,2,Bournemouth_Leicester_2015
32,7,2,Crystal Palace,Chelsea,E0,26,6,9,7,15,0,C Pawson,13,1,A,0,0,D,9,1,0,29/08/2015,1,Chelsea_Crystal Palace_2015
33,7,3,West Ham,Liverpool,E0,13,5,1,5,11,2,K Friend,12,0,A,0,1,A,17,1,1,29/08/2015,3,Liverpool_West Ham_2015
34,3,0,Watford,Man City,E0,18,0,5,9,12,0,M Clattenburg,7,2,H,0,0,D,9,2,0,29/08/2015,1,Man City_Watford_2015
35,9,1,Arsenal,Newcastle,E0,1,9,0,0,8,0,A Marriner,22,0,A,0,0,D,15,1,1,29/08/2015,6,Newcastle_Arsenal_2015
36,5,1,West Brom,Stoke,E0,13,5,5,6,9,1,M Oliver,15,0,A,0,0,A,4,4,2,29/08/2015,1,Stoke_West Brom_2015
37,2,0,Everton,Tottenham,E0,20,3,6,6,9,0,M Jones,8,0,D,0,0,D,20,1,0,29/08/2015,4,Tottenham_Everton_2015
38,4,0,Norwich,Southampton,E0,23,1,8,6,12,0,J Moss,6,3,H,1,1,H,4,0,0,30/08/2015,0,Southampton_Norwich_2015
39,1,1,Man United,Swansea,E0,9,4,4,0,15,0,M Atkinson,11,2,H,0,0,D,6,2,0,30/08/2015,2,Swansea_Man United_2015
40,1,0,Stoke,Arsenal,E0,29,4,12,13,13,0,J Moss,9,2,H,1,0,H,6,1,0,12/09/2015,1,Arsenal_Stoke_2015
41,4,1,Man City,Crystal Palace,E0,10,7,2,4,13,0,M Jones,21,0,A,0,0,D,13,3,0,12/09/2015,2,Crystal Palace_Man City_2015
42,14,1,Chelsea,Everton,E0,14,2,9,7,12,1,A Marriner,15,3,H,2,0,H,12,2,0,12/09/2015,2,Everton_Chelsea_2015
