,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,GBH,SOH,WHA,GBAHA,SOA,WHH,GBA,B365H,SBD,LBAHH,WHD,LBAH,B365AH,LBD,SBH,B365D,GBD,IWH,B365>2.5,SOD,GBAHH,HomeTeam,AwayTeam,idGame
302,1.5,-1.0,6.0,4.6,6.0,1.75,1.95,2.025,6.0,2.1,1.875,3.4,1.95,1.62,1.57,5.5,1.75,6.0,1.53,5.65,1.615,3.4,1.75,3.4,-0.75,-0.75,3.4,1.53,3.4,3.5,1.6,1.85,3.6,2.0,Newcastle,Everton,Newcastle_Everton_2003
303,3.0,0.25,1.9,1.9,1.909,1.79,1.9,2.05,2.1,2.05,1.85,3.1,1.9,3.5,3.75,1.8,1.7,1.91,3.75,2.05,4.0,3.2,1.8,3.3,0.5,0.5,3.2,3.6,3.25,3.25,3.5,1.9,3.4,2.05,Tottenham,Chelsea,Tottenham_Chelsea_2003
304,2.6,-0.25,2.5,2.9,2.625,1.95,1.75,1.975,2.375,1.9,1.925,3.0,1.7,2.5,2.5,2.6,1.6,2.62,2.4,2.7,2.5,3.2,1.95,3.1,0.0,0.0,3.2,2.5,3.4,3.2,2.2,2.1,3.3,2.2,Wolves,Southampton,Wolves_Southampton_2003
305,1.7269999999999999,-0.25,3.75,3.6,4.0,1.85,1.85,1.875,4.0,1.8,2.025,3.1,1.85,1.95,1.91,3.75,2.1,3.8,1.83,3.85,1.909,3.25,2.05,3.2,-0.5,-0.5,3.4,1.85,3.3,3.25,1.85,1.95,3.4,1.67,Aston Villa,Man City,Aston Villa_Man City_2003
306,1.5,-1.0,5.5,4.6,6.0,1.75,1.95,1.975,6.0,1.9,1.925,3.4,1.85,1.62,1.62,5.0,1.7,5.5,1.61,5.75,1.615,3.4,1.95,3.3,-0.75,-0.75,3.4,1.57,3.4,3.5,1.6,1.95,3.6,2.05,Liverpool,Blackburn,Liverpool_Blackburn_2003
307,1.909,-0.25,3.1,3.5,3.6,1.75,1.95,1.85,3.5,1.85,2.05,3.1,1.95,2.05,2.1,3.0,2.05,3.3,2.1,3.55,2.0,3.2,2.0,3.2,-0.5,-0.5,3.2,2.1,3.3,3.2,1.9,1.85,3.3,1.7,Leeds,Leicester,Leeds_Leicester_2003
308,1.8,0.0,3.75,3.8,4.333,1.85,1.85,1.875,4.0,1.9,2.025,3.1,1.8,1.92,1.83,4.33,2.6,4.5,1.72,4.0,1.909,3.25,1.95,3.2,-0.5,-0.5,3.2,1.85,3.1,3.2,1.8,2.0,3.2,1.45,Arsenal,Liverpool,Arsenal_Liverpool_2003
309,2.0,0.0,3.1,3.2,3.2,1.9,1.79,1.95,3.2,1.85,1.95,3.1,1.8,2.2,2.2,2.87,2.21,3.1,2.25,3.2,2.2,3.2,2.0,3.0,-0.25,-0.25,3.2,2.1,3.25,3.2,2.0,2.0,3.25,1.6,Everton,Tottenham,Everton_Tottenham_2003
310,4.333,0.75,1.8,1.85,1.8,1.79,1.9,2.075,1.7269999999999999,2.0,1.825,3.1,1.85,4.25,4.33,1.66,2.0,1.8,4.33,1.8,4.5,3.25,1.85,3.4,0.75,0.75,3.2,4.0,3.3,3.45,3.6,1.95,3.4,1.85,Birmingham,Man United,Birmingham_Man United_2003
311,2.0,0.0,3.5,3.1,3.4,1.79,1.9,2.05,3.0,2.05,1.85,3.0,1.9,2.0,2.1,3.2,2.3,3.4,2.0,3.65,2.1,3.25,1.8,3.2,-0.25,-0.25,3.4,1.9,3.25,3.25,2.1,1.9,3.2,1.55,Blackburn,Leeds,Blackburn_Leeds_2003
312,2.4,-0.25,2.62,2.6,2.7,1.9,1.79,2.05,2.5,2.05,1.85,3.0,1.8,2.45,2.5,2.6,1.6,2.62,2.4,2.75,2.5,3.2,1.8,3.1,0.0,0.0,3.25,2.37,3.25,3.2,2.4,2.0,3.3,2.2,Bolton,Aston Villa,Bolton_Aston Villa_2003
313,1.8,-0.25,4.0,3.8,4.2,1.9,1.79,1.95,3.75,1.9,1.95,3.1,1.85,1.85,1.73,4.0,2.2,4.75,1.72,4.33,1.8,3.25,1.95,3.4,-0.5,-0.5,3.25,1.8,3.5,3.25,1.8,1.95,3.5,1.6,Charlton,Portsmouth,Charlton_Portsmouth_2003
314,1.4,-1.25,7.5,8.0,8.5,1.85,1.85,2.1,7.0,2.15,1.8,4.2,1.95,1.4,1.36,8.0,1.85,8.5,1.36,8.0,1.364,3.75,1.7,3.75,-1.0,-1.0,3.75,1.4,4.5,4.1,1.3,1.85,4.33,2.0,Chelsea,Middlesbrough,Chelsea_Middlesbrough_2003
315,2.375,0.0,2.62,3.1,3.0,1.95,1.75,1.8,2.75,1.8,2.1,3.0,1.75,2.35,2.3,2.75,2.15,2.9,2.3,2.9,2.3,3.2,2.05,3.1,-0.25,-0.25,3.0,2.37,3.25,3.2,2.1,2.05,3.3,1.65,Leicester,Fulham,Leicester_Fulham_2003
316,1.571,-1.25,5.0,4.8,5.5,1.85,1.85,1.975,5.0,2.0,1.925,3.5,2.0,1.62,1.53,5.0,1.6,6.5,1.61,5.5,1.615,3.4,1.85,3.3,-1.0,-1.0,3.5,1.61,3.6,3.5,1.55,1.8,3.6,2.2,Man City,Wolves,Man City_Wolves_2003
317,3.2,0.25,2.1,2.2,2.2,1.79,1.9,2.1,2.0,,1.8,3.0,1.95,2.9,2.75,2.1,2.05,2.38,3.1,2.3,3.2,3.25,,3.1,,0.25,3.2,3.0,3.25,3.3,2.9,1.85,3.4,1.8,Newcastle,Arsenal,Newcastle_Arsenal_2003
318,4.0,0.25,1.9,2.0,2.0,1.86,1.87,2.0,1.7269999999999999,1.95,1.9,3.1,1.8,3.85,3.75,1.83,1.65,1.91,3.75,1.95,3.5,3.2,1.9,3.2,0.5,0.5,3.4,3.6,3.4,3.25,3.2,2.0,3.4,2.15,Aston Villa,Chelsea,Aston Villa_Chelsea_2003
319,1.8330000000000002,-0.25,3.5,3.5,3.75,1.86,1.86,1.975,3.5,1.8,1.925,3.1,1.9,2.0,1.91,3.2,1.95,3.75,2.0,3.65,2.0,3.25,2.05,3.2,-0.5,-0.25,3.4,1.9,3.25,3.25,1.9,1.9,3.4,1.9,Fulham,Blackburn,Fulham_Blackburn_2003
320,1.5330000000000001,-1.25,5.0,4.8,6.0,1.77,1.96,1.8,5.5,1.9,2.1,3.5,1.9,1.6,1.62,5.0,1.7,5.5,1.57,6.0,1.615,3.4,1.95,3.5,-1.0,-1.25,3.5,1.61,3.5,3.45,1.55,1.9,3.6,2.05,Liverpool,Charlton,Liverpool_Charlton_2003
321,2.0,0.0,3.25,3.1,3.4,1.91,1.81,2.025,3.2,2.05,1.875,3.0,1.8,2.05,2.1,3.2,2.45,3.3,2.0,3.5,2.1,3.25,1.8,3.2,-0.25,-0.25,3.2,2.0,3.25,3.25,2.1,2.0,3.3,1.5,Middlesbrough,Southampton,Middlesbrough_Southampton_2003
322,2.375,0.0,2.7,2.7,2.875,1.91,1.81,1.975,2.6,1.85,1.925,2.9,1.8,2.4,2.38,2.62,2.05,2.8,2.25,2.8,2.375,3.2,2.0,3.3,-0.25,-0.25,3.2,2.3,3.25,3.25,2.4,2.0,3.3,1.7,Portsmouth,Birmingham,Portsmouth_Birmingham_2003
323,2.0,0.0,3.25,3.3,3.2,1.81,1.91,1.95,3.2,1.9,1.95,3.0,1.9,2.1,2.1,3.2,2.3,3.3,2.0,3.35,2.2,3.25,1.95,3.2,-0.25,-0.25,3.2,2.0,3.25,3.25,2.0,1.9,3.3,1.55,Tottenham,Man City,Tottenham_Man City_2003
324,2.4,0.0,2.62,2.7,2.75,1.91,1.81,2.15,2.5,1.85,1.75,3.0,1.9,2.4,2.5,2.62,2.0,2.63,2.3,2.8,2.4,3.2,2.0,3.2,-0.25,0.0,3.25,2.37,3.4,3.25,2.3,1.9,3.3,1.75,Wolves,Bolton,Wolves_Bolton_2003
325,2.2,0.0,3.0,3.1,3.2,1.86,1.86,2.05,2.8,2.0,1.85,3.0,1.9,2.1,2.25,2.87,2.3,3.0,2.1,3.35,2.2,3.25,1.85,3.3,-0.25,-0.25,3.2,2.1,3.3,3.25,2.1,1.9,3.3,1.55,Leeds,Everton,Leeds_Everton_2003
326,1.2,-1.5,8.5,9.5,10.0,1.66,2.07,1.825,11.0,1.9,2.075,4.7,2.15,1.25,1.25,8.0,2.05,10.0,1.22,11.0,1.286,5.0,1.95,5.5,-1.75,-1.75,5.0,1.25,5.0,5.25,1.22,1.65,5.0,1.7,Man United,Leicester,Man United_Leicester_2003
327,1.25,-1.0,9.0,8.0,8.0,1.55,2.25,1.975,8.0,2.0,1.925,4.2,2.15,1.3,1.29,8.0,2.15,9.5,1.3,9.0,1.3330000000000002,4.5,1.85,4.33,-1.25,-1.25,5.0,1.28,5.0,5.0,1.3,1.66,5.0,1.65,Arsenal,Leeds,Arsenal_Leeds_2003
328,1.8,-0.25,3.75,3.8,3.75,1.85,1.85,2.0,3.75,2.05,1.9,3.1,2.0,1.91,1.91,3.5,2.15,3.75,1.83,3.75,1.909,3.25,1.8,3.4,-0.5,-0.5,3.25,1.85,3.5,3.4,1.8,1.8,3.4,1.65,Blackburn,Leicester,Blackburn_Leicester_2003
329,2.2,0.0,3.1,3.0,3.1,1.95,1.75,1.85,2.75,1.85,2.05,2.7,1.85,2.25,2.1,2.75,2.15,3.3,2.25,3.0,2.25,3.2,2.0,3.2,-0.25,-0.25,3.25,2.1,3.2,3.3,2.3,1.95,3.3,1.65,Bolton,Tottenham,Bolton_Tottenham_2003
330,2.0,0.0,3.1,3.1,3.4,2.05,1.65,2.025,3.2,2.05,1.875,3.0,1.8,2.15,2.1,3.0,2.45,3.4,2.1,3.25,2.1,3.2,1.8,3.2,-0.25,-0.25,3.2,2.1,3.25,3.25,2.1,2.0,3.2,1.5,Charlton,Birmingham,Charlton_Birmingham_2003
331,1.4,-1.25,9.0,6.0,7.5,1.75,1.95,2.1,7.0,2.05,1.8,3.9,1.9,1.4,1.36,7.0,1.75,8.5,1.36,8.0,1.444,3.75,1.8,4.0,-1.0,-1.0,3.75,1.36,4.0,4.1,1.4,1.9,4.33,2.0,Chelsea,Everton,Chelsea_Everton_2003
332,1.5,-1.0,5.5,4.8,6.0,1.71,2.0,2.1,6.0,1.95,1.8,3.5,1.8,1.6,1.62,5.0,1.95,5.5,1.61,5.75,1.615,3.4,1.9,3.3,-1.0,-0.75,3.4,1.57,3.4,3.55,1.55,2.0,3.6,1.9,Liverpool,Fulham,Liverpool_Fulham_2003
333,1.909,-0.75,3.5,3.8,4.0,1.9,1.79,1.975,3.25,2.0,1.925,3.3,1.9,1.9,1.95,3.3,1.6,3.75,2.0,4.0,1.909,3.25,1.85,3.1,-0.5,-0.5,3.4,1.9,3.3,3.3,1.75,1.9,3.3,2.2,Man City,Southampton,Man City_Southampton_2003
334,4.333,0.75,1.66,1.65,1.7269999999999999,1.71,2.0,2.075,1.6669999999999998,1.95,1.825,3.3,1.95,5.0,5.0,1.61,1.95,1.67,5.0,1.7,4.5,3.4,1.9,3.3,0.75,0.75,3.4,4.5,3.6,3.4,4.4,1.85,3.6,1.9,Portsmouth,Man United,Portsmouth_Man United_2003
335,2.75,-0.25,2.5,2.5,2.375,1.9,1.79,1.8,2.25,1.75,2.1,3.2,1.85,2.75,2.75,2.3,1.55,2.4,2.6,2.42,2.75,3.2,2.1,3.3,0.0,0.0,3.2,2.5,3.4,3.3,2.3,1.95,3.3,2.3,Wolves,Middlesbrough,Wolves_Middlesbrough_2003
336,2.2,-0.25,2.8,2.6,2.875,1.93,1.81,2.05,2.75,2.05,1.85,3.0,1.75,2.35,2.4,2.8,1.6,2.75,2.3,2.9,2.375,3.2,1.8,3.0,0.0,0.0,3.25,2.25,3.25,3.2,2.4,2.05,3.3,2.2,Aston Villa,Newcastle,Aston Villa_Newcastle_2003
337,,-1.0,7.5,6.0,7.5,1.71,2.0,1.9,,1.85,2.0,3.9,2.0,1.4,1.36,8.0,2.05,8.0,1.36,8.5,1.4,4.0,2.0,3.75,-1.25,-1.25,,1.36,4.333,4.0,1.4,1.8,4.5,1.7,Man United,Charlton,Man United_Charlton_2003
338,1.91,0.0,3.0,3.2,3.2,1.85,1.85,1.925,3.25,1.95,1.975,2.7,1.85,2.15,2.1,3.0,2.3,3.3,2.2,3.2,2.2,3.25,1.9,3.0,-0.5,-0.5,3.4,2.1,3.25,3.3,2.2,1.95,3.3,1.55,Everton,Blackburn,Everton_Blackburn_2003
339,2.2,0.0,2.8,2.9,3.0,1.9,1.79,1.9,2.75,1.85,2.0,3.0,1.85,2.3,2.2,2.8,2.05,3.1,2.2,2.9,2.25,3.2,2.0,3.2,-0.5,-0.5,3.25,2.25,3.3,3.3,2.2,1.95,3.3,1.7,Fulham,Charlton,Fulham_Charlton_2003
340,2.38,-0.5,2.5,2.5,2.62,1.85,1.85,1.9,2.6,1.8,2.0,3.0,1.8,2.5,2.5,2.37,1.6,2.62,2.5,2.65,2.5,3.2,2.05,3.3,0.0,0.0,3.2,2.5,3.4,3.3,2.5,2.0,3.3,2.2,Leicester,Man City,Leicester_Man City_2003
341,1.73,-0.5,4.33,4.0,4.5,1.79,1.9,1.95,4.0,1.95,1.95,3.2,1.8,1.83,1.73,4.33,2.3,4.75,1.72,4.35,1.8,3.25,1.9,3.2,-0.5,-0.5,3.4,1.73,3.3,3.3,1.75,2.0,3.4,1.55,Man United,Liverpool,Man United_Liverpool_2003
342,2.2,0.0,2.75,2.4,3.0,1.95,1.75,1.85,2.8,1.85,2.05,3.2,1.8,2.3,2.3,2.75,2.05,3.0,2.25,2.9,2.3,3.2,2.0,3.2,-0.5,-0.5,3.2,2.3,3.25,3.3,2.4,2.0,3.2,1.7,Middlesbrough,Aston Villa,Middlesbrough_Aston Villa_2003
343,1.83,-0.5,3.6,4.0,4.0,2.0,1.71,2.15,3.75,2.1,1.75,3.2,1.8,2.0,1.91,3.5,2.05,4.0,1.9,3.6,1.9,3.2,1.75,3.2,-0.5,-0.5,3.2,1.91,3.25,3.3,1.75,2.0,3.25,1.8,Southampton,Bolton,Southampton_Bolton_2003
344,1.67,-1.0,5.0,3.8,5.5,1.75,1.95,1.95,4.5,1.9,1.95,3.1,1.95,1.65,1.62,5.0,1.7,5.5,1.61,5.0,1.61,3.4,1.95,3.3,-0.75,-0.75,3.25,1.62,3.6,3.6,1.8,1.85,3.6,2.05,Birmingham,Wolves,Birmingham_Wolves_2003
345,2.0,0.0,3.0,3.2,3.4,1.75,1.95,2.025,3.0,2.05,1.875,3.1,1.85,2.1,2.1,3.2,2.45,3.3,2.0,3.3,2.1,3.25,1.8,3.2,-0.5,-0.5,3.4,2.1,3.25,3.3,2.0,1.95,3.3,1.5,Leeds,Portsmouth,Leeds_Portsmouth_2003
346,2.75,-0.5,2.5,2.6,2.5,1.85,1.85,2.0,2.25,1.95,1.9,3.0,1.8,2.55,2.5,2.4,1.6,2.62,2.6,2.6,2.7,3.2,1.9,3.1,0.0,0.0,3.2,2.5,3.25,3.3,2.4,2.0,3.3,2.2,Newcastle,Chelsea,Newcastle_Chelsea_2003
347,4.5,0.75,1.73,1.85,1.66,1.85,1.85,2.0,1.67,1.9,1.9,3.1,1.95,4.85,5.0,1.66,1.95,1.7,4.5,1.72,5.5,3.25,1.95,3.3,0.75,0.75,3.25,4.33,3.4,3.4,3.6,1.85,3.4,1.9,Tottenham,Arsenal,Tottenham_Arsenal_2003
348,1.33,-1.0,6.0,5.8,9.0,1.65,2.05,1.85,9.0,1.85,2.05,3.6,2.0,1.37,1.4,7.5,2.2,7.5,1.36,9.0,1.36,3.75,2.0,4.0,-1.25,-1.25,3.75,1.44,4.33,4.15,1.45,1.8,4.33,1.6,Arsenal,Birmingham,Arsenal_Birmingham_2003
349,3.4,0.25,1.83,1.8,1.9,1.85,1.85,1.9,1.91,,2.0,3.1,1.95,3.95,4.0,1.85,1.65,1.83,3.75,1.9,3.75,3.3,,3.25,,0.5,3.25,3.6,3.5,3.3,3.8,1.85,3.5,2.15,Blackburn,Man United,Blackburn_Man United_2003
350,1.67,-0.25,3.5,3.8,4.33,1.9,1.79,1.95,4.33,,1.95,3.1,1.9,1.85,1.8,4.0,2.3,4.33,1.73,4.0,1.8,3.5,,3.5,,-0.5,3.4,1.8,3.4,3.4,1.8,1.9,3.4,1.55,Charlton,Leicester,Charlton_Leicester_2003
351,1.44,-1.25,6.0,5.8,6.5,1.75,1.95,1.95,6.5,,1.95,3.6,1.95,1.5,1.5,7.0,1.65,7.0,1.44,6.75,1.53,3.75,,3.6,,-1.0,3.6,1.44,3.6,3.75,1.45,1.85,3.75,2.15,Chelsea,Southampton,Chelsea_Southampton_2003
352,2.6,-0.25,2.37,2.4,2.5,1.85,1.85,2.05,2.38,2.05,1.85,2.9,1.8,2.55,2.7,2.38,1.7,2.4,2.62,2.5,2.62,3.1,1.8,3.2,0.0,0.0,3.2,2.62,3.4,3.3,2.7,2.0,3.4,2.05,Man City,Newcastle,Man City_Newcastle_2003
353,2.0,0.0,3.2,3.1,3.2,1.9,1.79,2.075,3.2,2.0,1.825,3.0,1.85,2.1,2.0,3.0,2.45,3.5,2.1,3.35,2.2,3.2,1.85,3.25,-0.25,-0.25,3.2,2.0,3.25,3.25,2.1,1.95,3.4,1.5,Portsmouth,Fulham,Portsmouth_Fulham_2003
354,2.5,-0.25,2.62,2.5,2.62,1.85,1.85,2.1,2.5,,1.8,3.2,1.85,2.5,2.38,2.5,1.67,2.75,2.5,2.7,2.5,3.2,,3.2,,0.0,3.2,2.3,3.4,3.25,2.3,1.95,3.4,2.1,Wolves,Everton,Wolves_Everton_2003
355,1.67,-1.0,4.2,4.8,5.0,1.95,1.75,1.9,4.5,,2.0,3.5,1.8,1.72,1.67,4.0,1.65,5.0,1.75,5.0,1.66,3.25,,3.4,,-0.75,3.25,1.72,3.6,3.35,1.55,2.0,3.6,2.15,Aston Villa,Tottenham,Aston Villa_Tottenham_2003
356,2.1,-0.25,2.37,2.5,2.87,1.9,1.79,2.1,3.0,2.05,1.8,3.2,1.9,2.35,2.2,2.6,1.7,3.0,2.3,2.75,2.25,3.5,1.8,3.4,0.0,0.0,3.2,2.37,3.5,3.4,2.3,1.9,3.4,2.05,Bolton,Leeds,Bolton_Leeds_2003
357,1.53,-1.25,5.5,7.0,6.5,1.95,1.75,1.975,5.5,1.95,1.925,4.0,1.8,1.57,1.62,5.5,1.65,6.0,1.57,6.25,1.57,3.4,1.9,3.4,-1.0,-1.0,3.5,1.53,3.5,3.5,1.35,2.0,3.4,2.15,Liverpool,Middlesbrough,Liverpool_Middlesbrough_2003
358,4.33,0.75,1.8,1.9,1.8,1.85,1.85,1.95,1.73,1.9,1.95,2.7,1.85,4.25,4.33,1.72,2.15,1.8,4.33,1.8,4.5,3.25,1.95,3.2,0.5,0.5,3.2,4.0,3.3,3.25,4.2,1.95,3.4,1.7,Portsmouth,Arsenal,Portsmouth_Arsenal_2003
359,3.0,0.25,2.0,1.85,2.1,1.95,1.75,2.1,2.1,,1.8,3.3,1.8,3.25,3.2,1.9,1.7,2.1,3.25,2.05,3.4,3.25,,3.4,,0.5,3.2,3.25,3.25,3.25,3.4,2.0,3.4,2.05,Birmingham,Liverpool,Birmingham_Liverpool_2003
360,2.2,0.0,2.88,2.8,3.0,1.95,1.75,1.9,2.8,1.85,2.0,3.1,1.85,2.2,2.25,3.0,2.2,3.0,2.1,3.0,2.25,3.2,2.0,3.2,-0.25,-0.25,3.2,2.2,3.3,3.2,2.2,1.95,3.3,1.6,Everton,Bolton,Everton_Bolton_2003
361,2.5,-0.25,2.5,2.6,2.6,1.85,1.85,,2.5,,,3.1,1.85,2.5,2.75,2.37,1.6,2.4,2.62,2.52,2.6,3.2,,3.1,,,3.2,2.5,3.25,3.25,2.3,1.95,3.3,2.2,Leeds,Charlton,Leeds_Charlton_2003
362,2.38,-0.25,2.6,2.5,2.75,1.95,1.75,,2.6,,,3.0,1.8,2.4,2.4,2.5,1.7,2.75,2.4,2.65,2.4,3.2,,3.25,,,3.2,2.4,3.4,3.25,2.5,2.0,3.3,2.05,Leicester,Portsmouth,Leicester_Portsmouth_2003
363,2.2,0.0,2.88,3.2,3.1,1.85,1.85,2.025,2.8,2.05,1.875,3.1,1.8,2.1,2.1,2.87,2.45,3.3,2.25,3.2,2.25,3.2,1.8,3.0,-0.25,-0.25,3.2,2.2,3.2,3.2,2.0,2.0,3.3,1.5,Man United,Chelsea,Man United_Chelsea_2003
364,1.8,0.0,3.5,3.2,3.4,1.9,1.79,2.0,3.75,1.95,1.9,3.1,1.8,2.05,2.1,3.2,2.45,3.4,2.0,3.25,2.1,3.25,1.9,3.2,-0.25,-0.25,3.25,1.91,3.25,3.25,2.0,2.0,3.2,1.5,Middlesbrough,Man City,Middlesbrough_Man City_2003
365,2.8,0.25,2.25,2.1,2.3,1.95,1.75,2.05,2.2,2.05,1.85,3.1,1.85,2.8,3.0,2.2,2.0,2.25,2.7,2.3,2.87,3.25,1.8,3.3,0.25,0.25,3.2,2.75,3.4,3.2,3.0,1.95,3.3,1.85,Southampton,Aston Villa,Southampton_Aston Villa_2003
366,2.1,0.0,2.88,3.1,2.87,1.79,1.9,1.9,3.0,1.9,2.0,3.0,1.95,2.15,2.2,2.75,2.2,3.0,2.2,3.05,2.3,3.2,1.95,3.25,-0.25,-0.25,3.2,2.2,3.4,3.25,2.1,1.85,3.4,1.6,Tottenham,Blackburn,Tottenham_Blackburn_2003
367,3.5,0.5,1.91,2.1,2.1,1.9,1.79,1.775,1.91,,2.125,2.6,1.8,3.8,4.0,2.0,1.9,1.91,3.6,1.9,3.25,3.25,,2.87,,0.25,3.2,3.5,3.4,3.2,3.6,2.0,3.25,1.74,Fulham,Arsenal,Fulham_Arsenal_2003
368,1.29,-1.5,9.0,9.5,9.0,1.65,2.05,,8.0,,,4.8,2.1,1.27,1.3,9.5,1.66,9.0,1.22,9.5,1.3,5.0,,5.0,,,4.5,1.25,5.0,5.0,1.22,1.7,5.0,1.92,Newcastle,Wolves,Newcastle_Wolves_2003
369,2.75,0.25,2.1,2.0,2.2,1.95,1.75,2.0,2.25,1.96,1.9,3.2,,3.25,3.0,1.9,1.9,2.25,3.25,2.05,2.87,3.4,1.88,3.4,0.25,0.25,3.2,2.88,3.6,3.25,3.1,,3.3,1.9,Southampton,Newcastle,Southampton_Newcastle_2003
370,1.17,-0.5,10.0,8.5,13.0,1.65,2.05,,12.0,,,4.0,2.1,1.22,1.25,12.0,3.53,12.0,1.22,12.0,1.25,5.0,,4.5,,,5.5,1.22,5.0,5.0,1.3,1.7,5.0,1.22,Arsenal,Leicester,Arsenal_Leicester_2003
371,2.2,-0.25,3.1,2.9,3.0,1.9,1.79,1.925,2.75,1.8,1.975,3.2,1.8,2.05,2.2,3.0,1.95,3.2,2.0,3.1,2.2,3.4,2.04,3.4,-0.25,-0.25,3.25,2.0,3.4,3.4,2.1,2.0,3.2,1.9,Aston Villa,Man United,Aston Villa_Man United_2003
372,2.2,-0.25,3.0,3.1,3.25,1.9,1.79,2.0,2.75,1.9,1.9,3.0,1.8,2.05,2.25,3.2,1.95,3.1,2.0,3.2,2.1,3.25,1.94,3.2,-0.5,-0.25,3.25,2.1,3.4,3.25,2.1,2.0,3.2,1.9,Blackburn,Birmingham,Blackburn_Birmingham_2003
373,1.91,-0.5,3.25,3.5,3.75,1.9,1.79,1.85,3.5,1.82,2.05,3.1,1.9,1.95,2.0,3.4,1.69,3.6,1.9,3.5,2.0,3.25,2.02,3.25,-0.5,-0.5,3.2,2.0,3.2,3.25,1.9,1.9,3.3,1.95,Bolton,Fulham,Bolton_Fulham_2003
374,2.0,-0.25,3.25,3.2,3.6,1.85,1.85,1.85,3.2,2.08,2.05,3.1,1.85,2.05,2.0,3.2,1.95,3.6,2.0,3.2,2.0,3.25,1.76,3.2,-0.5,-0.5,3.2,2.0,3.3,3.25,2.0,1.95,3.3,1.9,Charlton,Southampton,Charlton_Southampton_2003
375,1.3,-0.5,8.0,6.0,9.0,1.65,2.05,,8.0,2.14,,3.9,2.05,1.3,1.33,8.0,2.96,9.0,1.3,9.0,1.33,4.2,1.7,4.33,-1.5,,4.33,1.33,4.5,4.4,1.4,1.75,4.5,1.3,Chelsea,Leeds,Chelsea_Leeds_2003
376,1.8,-0.5,3.25,3.2,3.6,1.9,1.79,1.8,3.6,,2.1,3.1,1.8,2.0,1.91,3.1,1.65,3.75,2.0,3.35,2.0,3.25,,3.3,,-0.5,3.4,2.0,3.3,3.25,2.0,2.0,3.4,2.0,Liverpool,Newcastle,Liverpool_Newcastle_2003
377,1.83,-0.5,3.25,3.5,3.4,1.85,1.85,2.025,3.75,2.12,1.875,3.1,1.9,1.95,2.1,3.4,1.69,3.3,1.9,3.5,2.1,3.25,1.72,3.25,-0.25,-0.25,3.2,2.0,3.25,3.25,1.9,1.9,3.3,1.95,Man City,Everton,Man City_Everton_2003
378,2.2,-0.25,2.88,3.1,3.0,1.9,1.79,1.825,2.8,1.84,2.075,3.0,1.8,2.1,2.2,3.1,1.9,3.2,2.0,3.1,2.25,3.2,2.0,3.3,-0.25,-0.25,3.2,2.2,3.3,3.25,2.1,2.0,3.2,1.95,Portsmouth,Middlesbrough,Portsmouth_Middlesbrough_2003
379,2.2,0.0,2.62,2.9,2.8,1.75,1.95,,2.75,,,3.0,2.0,2.3,2.3,2.62,2.1,3.0,2.25,2.75,2.37,3.2,,3.3,,,3.25,2.38,3.3,3.25,2.2,1.8,3.2,1.75,Wolves,Tottenham,Wolves_Tottenham_2003
